matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116650202,807,8117,77.0,10.0,77.0,10.0,3.0,2.0,2.0,0.0,1.0,62.0,82.0,31.0,6.0,6.0,28.0,34.0,82.0,102.0,16.0,81.0,12.0,70.0,6.0,71.0,87.0,11.0,70.0,6.0,76.0,54.0,13.0,9.0,3.0,7.0,3.0,27.0,649.0,5.0,2.0,36.0,15.0,82.0,15.0,6.0,54.0,52.0,0.0,64.0,9.0,3.0,104.0,104.0,73.07692307692307,51.515151515151516,21.56177156177155
116650202,8117,807,55.0,12.0,55.0,12.0,0.0,2.0,0.0,1.0,1.0,59.0,63.0,44.0,1.0,1.0,11.0,12.0,60.0,75.0,7.0,71.0,20.0,48.0,3.0,45.0,67.0,16.0,48.0,3.0,51.0,41.0,5.0,5.0,7.0,3.0,10.0,13.0,238.5,15.0,2.0,59.0,13.0,54.0,30.0,4.0,50.0,48.0,0.0,56.0,14.0,2.0,99.0,99.0,51.515151515151516,73.07692307692307,-21.56177156177155
