matchId,squadId,oppSquadId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
98430101,811,812,1,0,2,0,0,0,14,12,0,2,97,16,4,10,22,5,17,11,2,1,4,2,0,0,70,14,2,28,0,58,0,6,108.97297297297298,60.71428571428571,75.0,-14.285714285714292
98430101,811,812,2,2,2,0,0,0,11,14,1,4,116,14,3,11,17,4,13,7,4,2,2,1,1,0,95,15,1,23,2,52,0,7,87.89808917197452,56.52173913043478,57.89473684210527,-1.372997711670486
98430101,811,812,3,2,1,0,0,1,11,10,2,3,113,19,4,11,16,1,15,6,4,3,2,1,1,0,93,11,3,21,3,47,0,6,82.44274809160305,71.42857142857143,54.54545454545454,16.88311688311689
98430101,811,812,4,0,1,0,0,0,14,15,0,2,122,13,1,9,14,1,13,6,2,2,1,3,1,0,105,18,3,16,1,48,0,3,63.22722283205269,81.25,70.0,11.25
98430101,812,811,1,1,1,0,0,1,13,17,2,6,85,14,3,10,16,1,15,13,1,0,1,3,0,0,67,20,2,20,2,42,0,4,77.83783783783784,75.0,60.71428571428571,14.285714285714292
98430101,812,811,2,2,0,0,0,1,9,11,1,2,101,12,2,9,12,1,11,5,1,4,1,0,0,0,85,11,3,19,1,48,0,7,72.61146496815287,57.89473684210527,56.52173913043478,1.372997711670486
98430101,812,811,3,1,1,0,0,1,13,6,0,4,95,17,2,8,14,2,12,10,0,0,2,2,0,0,78,8,1,22,0,53,0,8,86.36859323882224,54.54545454545454,71.42857142857143,-16.88311688311689
98430101,812,811,4,0,4,0,0,0,13,5,0,1,119,14,5,8,15,1,14,7,3,1,5,2,1,0,103,7,1,20,1,52,0,6,79.03402854006586,70.0,81.25,-11.25
