attempt1,attempt2,goal1,goal2,goalMisses,goalAssists,feeds,feedWithAttempt,centrePassReceives,gain,intercepts,deflections,deflectionWithGain,deflectionWithNoGain,rebounds,pickups,contactPenalties,obstructionPenalties,generalPlayTurnovers,interceptPassThrown,badHands,badPasses,offsides,minutesPlayed,roundNo,squadId,oppSquadId,fantasyScore,matchId,playerId,netPoints
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,60.0,1.0,8118.0,8117.0,39.0,120450103.0,1013638.0,13.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,21.7,2.0,8118.0,810.0,24.0,120450203.0,1013638.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,30.75,3.0,8118.0,804.0,37.0,120450304.0,1013638.0,10.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,60.0,4.0,8118.0,801.0,55.0,120450403.0,1013638.0,16.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014190174590607943,1.3466671730791142,0.5234436529357107,1.6072400748128501,0.11334020915815506,1.3313011619386579,0.42652064525677075,0.290674663745578,6.20722907498269,2.2136347972693953,0.1885787507333189,0.0644279177450884,0.0,0.0,0.0,39.87293597414893,5.0,8118.0,8119.0,44.26540123376689,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011463014494607834,1.5329975549020272,0.4975760271941232,1.606803955249326,0.1193510608983191,1.286352196647608,0.4486590541190883,0.3138401559454191,5.976145520120589,1.7401558824972914,0.1569747682499502,0.026180694351913537,0.0,0.0,0.0,39.156046347784525,6.0,8118.0,807.0,46.52651971468978,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027538467326285693,1.772748578827809,0.43775812725208996,1.9098706868542463,0.12988000547503536,1.5624063271000024,0.48751467966318285,0.3062538404624857,5.979102323762256,1.589255772816742,0.14133786133643286,0.028310377138370483,0.0,0.0,0.0,39.793621222178885,7.0,8118.0,806.0,49.135665076700114,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004542924971370485,1.6795479713906838,0.46779642002393296,1.4906439138709602,0.10258326365663321,1.1803061331653015,0.40415266182370163,0.26351276153732006,6.086030805665461,1.5379565392143157,0.18319996443496045,0.03188393181542933,0.0,0.0,0.0,39.920876481939935,8.0,8118.0,801.0,45.5596167124231,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006726706298038026,1.3201742256637168,0.35148699259020616,1.5329308452250274,0.0853756190783807,1.2131034044715447,0.3475776760057471,0.18336329759414227,5.9593759698944755,1.9774593563370937,0.10806719207966958,0.011932450699745547,0.0,0.0,0.0,38.89207592374758,9.0,8118.0,8119.0,42.571576196161445,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050353978742381095,1.806016358627513,0.4069310468024294,1.8135649314909765,0.11772128860037613,1.378869677655594,0.37982738195972243,0.26721512174308315,6.47742360179254,1.843581044752517,0.11585464156097708,0.009871545856660191,0.0,0.0,0.0,38.80926933036722,10.0,8118.0,8117.0,46.86968474689936,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012882648452350396,1.4693066235168744,0.33321154695145455,1.527438017985409,0.08507450168229606,1.1687630973282737,0.3646152640579697,0.23697542274252073,5.7939779302752346,1.5912633396538702,0.10277214935107429,0.008211079654024038,0.0,0.0,0.0,38.79416052201941,11.0,8118.0,807.0,43.537154201266574,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005949091381944671,1.6155563514418119,0.3129683531808173,1.7886754865029162,0.07645742709579068,1.401850339051718,0.35896787905377137,0.2363902343876987,5.663174333096367,1.4868747130075384,0.08484958283955785,0.0037635974358892293,0.0,0.0,0.0,39.05493837082705,12.0,8118.0,806.0,45.71141783566713,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028400721292420727,0.9760712672360013,0.2813553700735172,1.0508148680110734,0.04664150446555924,0.8061129497860645,0.20248492410064461,0.17564330194494787,6.289178849926151,1.5591052861710042,0.08649499614282373,0.006826670277467475,0.0,0.0,0.0,38.71935042912724,13.0,8118.0,810.0,36.6069955614408,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003041415103639373,1.0784374468334637,0.22666211099653222,1.564831157274213,0.06119032858028518,1.2431618717172792,0.22053767683029926,0.15380269813626926,7.363633072526597,1.850982292055854,0.07612648231126093,0.007114961637333607,0.0,0.0,0.0,39.702512995474684,14.0,8118.0,804.0,38.66621688631497,,,
