matchId,squadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,minutesPlayed,feedsPer60,offsidesPer60,breaksPer60,deflectionsPer60,tossUpWinPer60,pickupsPer60,penaltiesPer60,badPassesPer60,badHandsPer60,goalAssistsPer60,goalMissesPer60,contactPenaltiesPer60,blockedPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,blocksPer60,gainPer60,goalsPer60,reboundsPer60,defensiveReboundsPer60,missedGoalTurnoverPer60,turnoversPer60,offensiveReboundsPer60,interceptsPer60,goalAttemptsPer60,plusMinus,plusMinusPer60
80050303,802,80017,1,1,0,0,0,1,2,0,1,10,0,3,0,0,0,2,0,2,0,0,4,2,0,0,5,60.833333333333336,9.863013698630137,0.0,0.0,0.9863013698630136,0.0,1.9726027397260273,3.9452054794520546,0.9863013698630136,0.9863013698630136,2.958904109589041,0.0,1.9726027397260273,0.0,0.9863013698630136,1.9726027397260273,0.0,0.0,0.0,0.0,0.0,0.0,4.931506849315069,0.0,1.9726027397260273,0.0,-4.0,-3.9452054794520546
80050303,802,80018,2,0,0,0,0,21,3,0,0,20,0,6,0,0,0,1,0,0,0,0,3,0,0,0,3,60.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,-4.0,-4.0
80050303,802,80019,1,0,0,0,0,0,1,0,0,2,0,1,36,4,32,0,0,0,1,0,1,1,1,0,2,60.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,2.0,1.0,0.0,36.0,-4.0,-4.0
80050303,802,80021,0,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,15.233333333333333,15.75492341356674,3.938730853391685,0.0,3.938730853391685,0.0,0.0,3.938730853391685,0.0,0.0,3.938730853391685,0.0,3.938730853391685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-19.693654266958426
80050303,802,80022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80050303,802,80023,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,45.68333333333333,0.0,0.0,0.0,5.2535570959503834,0.0,0.0,18.38744983582634,0.0,0.0,0.0,0.0,14.447282013863555,0.0,0.0,3.9401678219627874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-9.19372491791317
80050303,802,80026,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17.85,0.0,0.0,0.0,3.3613445378151257,0.0,0.0,13.445378151260503,0.0,0.0,0.0,0.0,13.445378151260503,0.0,6.722689075630251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.806722689075627
80050303,802,80028,0,1,1,0,0,10,1,0,0,6,0,5,16,4,12,0,0,2,0,0,3,0,0,0,1,45.6,7.894736842105262,0.0,0.0,0.0,0.0,0.0,3.947368421052631,1.3157894736842104,0.0,6.578947368421052,5.263157894736842,1.3157894736842104,1.3157894736842104,13.157894736842104,2.631578947368421,0.0,0.0,15.789473684210524,0.0,0.0,0.0,1.3157894736842104,0.0,0.0,21.052631578947366,1.0,1.3157894736842104
80050303,802,80038,1,0,0,0,0,2,15,0,3,0,0,0,0,0,0,1,0,5,0,0,20,1,0,0,1,58.13333333333333,0.0,0.0,0.0,3.0963302752293576,0.0,1.0321100917431192,20.642201834862384,0.0,1.0321100917431192,0.0,0.0,15.481651376146788,0.0,2.0642201834862384,5.160550458715596,0.0,0.0,0.0,0.0,0.0,0.0,1.0321100917431192,0.0,1.0321100917431192,0.0,-6.0,-6.192660550458715
80050303,802,80039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
