matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116950402,811,812,2,3,0,0,1,49,80,38,7,7,10,56,83,13,62,17,54,60,2,58,43,8,7,3,3,0,100,14,1,53,13,58,17,5,53,0,70,11,2.0,75.0,75.0,77.33333333333333,63.013698630136986,14.319634703196343
116950402,812,811,0,3,0,0,0,45,70,33,3,3,10,45,59,6,33,19,39,52,6,46,37,2,7,3,3,4,33,13,1,46,5,46,23,2,47,0,64,10,2.0,73.0,73.0,63.013698630136986,77.33333333333333,-14.319634703196343
