matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
113150104,811,813,1.0,5.0,2.0,0.0,2.0,42.0,66.0,47.0,4.0,4.0,8.0,122.0,46.0,58.0,8.0,75.0,20.0,36.0,54.0,11.0,43.0,29.0,6.0,8.0,1.0,2.0,0.0,45.0,257.5,13.0,2.0,58.0,60.0,11.0,43.0,21.0,70.0,7.0,46.0,0.0,38.0,5.0,70.0,61.42857142857143,62.5,-1.0714285714285694
113150104,813,811,1.0,4.0,0.0,2.0,1.0,40.0,73.0,49.0,3.0,3.0,14.0,125.0,50.0,61.0,4.0,100.0,19.0,42.0,52.0,7.0,45.0,32.0,4.0,9.0,2.0,1.0,0.0,14.0,260.5,10.0,1.0,61.0,59.0,8.0,45.0,21.0,72.0,1.0,54.0,0.0,43.0,1.0,72.0,62.5,61.42857142857143,1.0714285714285694
