matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration
111080203,1001357,8117,GS,0.0,GS,1138.0,1138.0
111080203,1001357,8117,GS,1138.0,GS,3600.0,2462.0
111080203,80475,8117,GA,0.0,GA,1702.0,1702.0
111080203,80475,8117,GA,1702.0,GA,3600.0,1898.0
111080203,80296,8117,WA,0.0,WA,3600.0,3600.0
111080203,80105,8117,C,0.0,C,3600.0,3600.0
111080203,998401,8117,WD,0.0,WD,3600.0,3600.0
111080203,80559,8117,GD,0.0,S,3208.0,3208.0
111080203,80559,8117,S,3208.0,GD,3221.0,13.0
111080203,80559,8117,GD,3221.0,GD,3600.0,379.0
111080203,999135,8117,GK,0.0,S,1702.0,1702.0
111080203,999135,8117,S,1702.0,GK,1800.0,98.0
111080203,999135,8117,GK,1800.0,S,3221.0,1421.0
111080203,999135,8117,S,3221.0,S,3600.0,379.0
111080203,1014128,8117,S,0.0,S,1138.0,1138.0
111080203,1014128,8117,S,1138.0,S,3600.0,2462.0
111080203,1013082,8117,S,0.0,GA,1138.0,1138.0
111080203,1013082,8117,GA,1138.0,S,1702.0,564.0
111080203,1013082,8117,S,1702.0,S,3600.0,1898.0
111080203,80297,8117,S,0.0,S,3600.0,3600.0
111080203,1001703,8117,S,0.0,S,3600.0,3600.0
111080203,997815,8117,S,0.0,GK,1702.0,1702.0
111080203,997815,8117,GK,1702.0,S,1800.0,98.0
111080203,997815,8117,S,1800.0,GD,3208.0,1408.0
111080203,997815,8117,GD,3208.0,GK,3221.0,13.0
111080203,997815,8117,GK,3221.0,GK,3600.0,379.0
111080203,1010545,8119,GS,0.0,GS,3600.0,3600.0
111080203,1014126,8119,GA,0.0,S,2700.0,2700.0
111080203,1014126,8119,S,2700.0,S,3600.0,900.0
111080203,80041,8119,WA,0.0,S,552.0,552.0
111080203,80041,8119,S,552.0,C,1238.0,686.0
111080203,80041,8119,C,1238.0,WA,1800.0,562.0
111080203,80041,8119,WA,1800.0,C,2491.0,691.0
111080203,80041,8119,C,2491.0,S,2983.0,492.0
111080203,80041,8119,S,2983.0,S,3600.0,617.0
111080203,1004473,8119,C,0.0,S,850.0,850.0
111080203,1004473,8119,S,850.0,WD,1763.0,913.0
111080203,1004473,8119,WD,1763.0,C,1800.0,37.0
111080203,1004473,8119,C,1800.0,S,2035.0,235.0
111080203,1004473,8119,S,2035.0,WD,2361.0,326.0
111080203,1004473,8119,WD,2361.0,C,2983.0,622.0
111080203,1004473,8119,C,2983.0,C,3600.0,617.0
111080203,1013050,8119,WD,0.0,S,1138.0,1138.0
111080203,1013050,8119,S,1138.0,WD,1467.0,329.0
111080203,1013050,8119,WD,1467.0,S,1763.0,296.0
111080203,1013050,8119,S,1763.0,WD,1800.0,37.0
111080203,1013050,8119,WD,1800.0,S,2361.0,561.0
111080203,1013050,8119,S,2361.0,WD,2983.0,622.0
111080203,1013050,8119,WD,2983.0,WD,3600.0,617.0
111080203,1011747,8119,GD,0.0,S,1041.0,1041.0
111080203,1011747,8119,S,1041.0,WD,1138.0,97.0
111080203,1011747,8119,WD,1138.0,S,1467.0,329.0
111080203,1011747,8119,S,1467.0,GD,1571.0,104.0
111080203,1011747,8119,GD,1571.0,S,2498.0,927.0
111080203,1011747,8119,S,2498.0,GD,2983.0,485.0
111080203,1011747,8119,GD,2983.0,GD,3600.0,617.0
111080203,80010,8119,GK,0.0,GK,3600.0,3600.0
111080203,80575,8119,S,0.0,WA,552.0,552.0
111080203,80575,8119,WA,552.0,S,1800.0,1248.0
111080203,80575,8119,S,1800.0,WA,2652.0,852.0
111080203,80575,8119,WA,2652.0,WA,3600.0,948.0
111080203,1015270,8119,S,0.0,GA,2700.0,2700.0
111080203,1015270,8119,GA,2700.0,GA,3600.0,900.0
111080203,1014125,8119,S,0.0,C,850.0,850.0
111080203,1014125,8119,C,850.0,S,1238.0,388.0
111080203,1014125,8119,S,1238.0,C,2035.0,797.0
111080203,1014125,8119,C,2035.0,WA,2491.0,456.0
111080203,1014125,8119,WA,2491.0,S,2652.0,161.0
111080203,1014125,8119,S,2652.0,S,3600.0,948.0
111080203,1007301,8119,S,0.0,GD,1041.0,1041.0
111080203,1007301,8119,GD,1041.0,S,1571.0,530.0
111080203,1007301,8119,S,1571.0,GD,2498.0,927.0
111080203,1007301,8119,GD,2498.0,S,2983.0,485.0
111080203,1007301,8119,S,2983.0,S,3600.0,617.0
111080203,1001717,8119,S,0.0,S,3600.0,3600.0
