matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
113910701,8117,65.0,1.0,65.0,1.0,2.0,3.0,0.0,0.0,5.0,50.0,74.0,33.0,6.0,6.0,10.0,16.0,63.0,78.0,24.0,54.0,25.0,58.0,0.0,54.0,66.0,8.0,58.0,0.0,58.0,39.0,13.0,6.0,10.0,11.0,4.0,25.0,375.5,11.0,1.0,44.0,13.0,58.0,29.0,10.0,54.0,0.0,60.0,10.0,2.0,95.0,95.0,61.05263157894737,46.464646464646464,14.587985114300906
113910701,8118,49.0,16.0,49.0,16.0,2.0,4.0,0.0,0.0,1.0,43.0,57.0,46.0,6.0,6.0,13.0,19.0,61.0,83.0,19.0,58.0,23.0,40.0,6.0,43.0,65.0,19.0,40.0,6.0,46.0,31.0,11.0,4.0,11.0,10.0,11.0,21.0,274.0,9.0,0.0,55.0,11.0,52.0,34.0,8.0,46.0,0.0,40.0,10.0,4.0,99.0,99.0,46.464646464646464,61.05263157894737,-14.587985114300906
