matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
80180302,810,80113,80074,80300,80152,80132,80133,80131,0,905,0,13,0,17,905,-4,-15.911602209944752
80180302,810,80113,80046,80074,80152,80132,80133,80131,905,1556,13,17,17,34,651,-13,-71.88940092165899
80180302,810,80113,80046,80074,80454,80132,80133,80131,1556,1817,17,18,34,39,261,-4,-55.17241379310345
80180302,810,80113,80074,80445,80152,80132,80450,80127,1817,2720,18,30,39,57,903,-6,-23.920265780730897
80180302,810,80113,80074,80454,80152,80132,80450,80127,2720,2935,30,34,57,61,215,0,0.0
80180302,810,80113,80074,80454,80300,80132,80450,80127,2935,3627,34,53,61,72,692,8,41.61849710982659
80180302,801,80295,80067,80001,80014,80173,80294,80048,0,2720,0,57,0,30,2720,27,35.73529411764706
80180302,801,80295,80130,80001,80439,80002,80294,80048,2720,3289,57,68,30,41,569,0,0.0
80180302,801,80449,80130,80001,80439,80002,80295,80048,3289,3329,68,69,41,42,40,0,0.0
80180302,801,80449,80130,80001,80439,80002,80294,80048,3329,3461,69,70,42,47,132,-4,-109.09090909090908
80180302,801,80449,80130,80001,80439,80002,80294,80440,3461,3627,70,72,47,53,166,-4,-86.74698795180723
