matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630302,804,809,6,2,1,0,2,48,58,5,16,63,9,31,63,12,51,36,6,9,4,0,16,1,2,75,15,6,50,0,28,90,88.76712328767123,56.666666666666664,53.93258426966292,2.7340823970037462
95630302,809,804,3,4,0,2,1,46,56,5,12,67,8,20,69,21,48,34,5,9,3,0,7,9,1,64,8,14,50,0,29,89,87.78082191780821,53.93258426966292,56.666666666666664,-2.7340823970037462
