matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,quartersPlayed,rebounds,tossUpWin,turnovers,badHandsPer60,badPassesPer60,blockedPer60,blocksPer60,breaksPer60,centrePassReceivesPer60,contactPenaltiesPer60,defensiveReboundsPer60,deflectionsPer60,feedsPer60,gainPer60,goalAssistsPer60,goalAttemptsPer60,goalMissesPer60,goalsPer60,interceptsPer60,minutesPlayedPer60,missedGoalTurnoverPer60,obstructionPenaltiesPer60,offensiveReboundsPer60,offsidesPer60,penaltiesPer60,pickupsPer60,quartersPlayedPer60,reboundsPer60,tossUpWinPer60,turnoversPer60,plusMinus,plusMinusPer60
95630302,804,809,80010,0,0,0,0,0,0,20,4,3,0,4,0,0,0,0,0,60.0,0,6,0,0,26,0,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,6.0,0.0,0.0,26.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0
95630302,804,809,80041,3,1,0,0,0,28,4,0,2,29,0,15,0,0,0,0,60.0,0,1,0,0,5,4,4,0,0,6,3.0,1.0,0.0,0.0,0.0,28.0,4.0,0.0,2.0,29.0,0.0,15.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,6.0,3.0,3.0
95630302,804,809,80042,0,0,0,0,0,0,13,1,3,0,1,0,0,0,0,0,60.0,0,0,0,0,13,2,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,13.0,2.0,4.0,1.0,0.0,0.0,3.0,3.0
95630302,804,809,80179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95630302,804,809,80293,0,1,1,0,1,17,2,0,2,7,1,5,26,8,18,1,60.0,0,2,0,0,4,0,0,0,0,8,0.0,1.0,1.0,0.0,1.0,17.0,2.0,0.0,2.0,7.0,1.0,5.0,26.0,8.0,18.0,1.0,60.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0
95630302,804,809,80570,2,0,0,0,0,0,3,0,1,0,0,0,37,4,33,0,60.0,0,2,1,0,5,0,4,1,0,8,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,37.0,4.0,33.0,0.0,60.0,0.0,2.0,1.0,0.0,5.0,0.0,4.0,1.0,0.0,8.0,3.0,3.0
95630302,804,809,80577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95630302,804,809,991901,1,0,0,0,1,3,7,0,4,0,0,0,0,0,0,0,60.0,0,3,0,1,11,7,4,0,0,1,1.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,3.0,0.0,1.0,11.0,7.0,4.0,0.0,0.0,1.0,3.0,3.0
95630302,804,809,994213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95630302,804,809,994215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
