matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
124390201,804,810,65,7,65,7,0,1,0,0,0,60,84,53,2,2,2,4,68,109,7,71,13,61,6,63,72,5,61,6,67,56,5,6,5,4,Q4 14:54,1,80,429.5,16,0,70,5,73,14,5,57,54,1,0,0,67,4,4.0,82.0,82.0,81.70731707317073,76.19954756518634,5.507769507984392
124390201,810,804,58,13,58,13,4,2,0,0,0,61,81,53,5,5,3,8,66,80,10,70,15,56,8,60,71,7,56,8,64,54,7,3,4,5,Q4 14:36,1,43,416,13,0,66,5,72,16,4,53,46,3,0,1,75,9,3.01,83.99,83.99,76.19954756518634,81.70731707317073,-5.507769507984392
