matchId,squadId,playerId,period,periodSeconds,distanceCode,positionCode,scoreName,scorePoints,matchSeconds,homeSquadScore,awaySquadScore,scoreDifferential
80350903,801,80295,1,45,0,2,goal,1,45,1,0,1
80350903,801,80067,1,80,0,2,goal,1,80,2,0,2
80350903,806,80179,1,110,1,2,goal,1,110,2,1,1
80350903,801,80295,1,136,0,0,goal,1,136,3,1,2
80350903,806,80072,1,154,0,0,goal,1,154,3,2,1
80350903,806,80179,1,213,0,1,goal,1,213,3,3,0
80350903,806,80072,1,245,1,1,miss,0,245,3,3,0
80350903,801,80067,1,283,1,1,goal,1,283,4,3,1
80350903,806,80072,1,328,0,0,goal,1,328,4,4,0
80350903,806,80072,1,397,0,2,goal,1,397,4,5,-1
80350903,801,80295,1,417,0,0,goal,1,417,5,5,0
80350903,806,80179,1,446,0,2,goal,1,446,5,6,-1
80350903,801,80295,1,468,0,0,goal,1,468,6,6,0
80350903,806,80179,1,511,0,1,goal,1,511,6,7,-1
80350903,801,80295,1,567,0,0,goal,1,567,7,7,0
80350903,806,80072,1,591,1,0,goal,1,591,7,8,-1
80350903,801,80295,1,611,0,0,goal,1,611,8,8,0
80350903,806,80072,1,635,0,1,goal,1,635,8,9,-1
80350903,801,80295,1,658,0,2,goal,1,658,9,9,0
80350903,806,80179,1,674,1,1,goal,1,674,9,10,-1
80350903,801,80067,1,702,1,0,goal,1,702,10,10,0
80350903,801,80067,1,724,0,1,goal,1,724,11,10,1
80350903,806,80072,1,779,0,2,goal,1,779,11,11,0
80350903,806,80179,1,869,1,1,goal,1,869,11,12,-1
80350903,801,80295,1,906,0,1,miss,0,906,11,12,-1
80350903,801,80295,2,51,0,2,goal,1,965,12,12,0
80350903,801,80295,2,73,0,2,goal,1,987,13,12,1
80350903,806,80072,2,91,0,0,miss,0,1005,13,12,1
80350903,801,80067,2,117,1,2,goal,1,1031,14,12,2
80350903,801,80295,2,141,0,2,goal,1,1055,15,12,3
80350903,801,80295,2,182,0,0,goal,1,1096,16,12,4
80350903,801,80295,2,197,0,0,miss,0,1111,16,12,4
80350903,806,80072,2,214,0,2,goal,1,1128,16,13,3
80350903,806,80179,2,226,0,2,goal,1,1140,16,14,2
80350903,806,80179,2,285,0,0,goal,1,1199,16,15,1
80350903,801,80067,2,385,1,1,goal,1,1299,17,15,2
80350903,801,80067,2,415,1,1,miss,0,1329,17,15,2
80350903,801,80295,2,423,0,2,goal,1,1337,18,15,3
80350903,801,80067,2,475,1,2,goal,1,1389,19,15,4
80350903,801,80067,2,501,0,1,goal,1,1415,20,15,5
80350903,806,80072,2,524,1,2,goal,1,1438,20,16,4
80350903,806,80179,2,588,0,2,goal,1,1502,20,17,3
80350903,806,80072,2,606,0,1,miss,0,1520,20,17,3
80350903,806,80072,2,625,0,1,goal,1,1539,20,18,2
80350903,801,80067,2,651,1,1,miss,0,1565,20,18,2
80350903,806,80072,2,675,0,0,goal,1,1589,20,19,1
80350903,806,80179,2,699,1,1,miss,0,1613,20,19,1
80350903,801,80067,2,716,1,2,goal,1,1630,21,19,2
80350903,801,80067,2,737,0,1,goal,1,1651,22,19,3
80350903,806,80072,2,769,0,1,goal,1,1683,22,20,2
80350903,806,80072,2,796,0,0,goal,1,1710,22,21,1
80350903,806,80072,2,818,1,0,goal,1,1732,22,22,0
80350903,806,80072,2,863,0,2,goal,1,1777,22,23,-1
80350903,806,80072,2,885,0,1,goal,1,1799,22,24,-2
80350903,801,80295,2,903,1,2,goal,1,1817,23,24,-1
80350903,806,80072,3,15,1,1,miss,0,1836,23,24,-1
80350903,806,80072,3,23,0,0,goal,1,1844,23,25,-2
80350903,801,80295,3,49,0,1,goal,1,1870,24,25,-1
80350903,806,80179,3,68,1,0,miss,0,1889,24,25,-1
80350903,806,80072,3,73,0,2,goal,1,1894,24,26,-2
80350903,801,80295,3,104,0,1,goal,1,1925,25,26,-1
80350903,806,80072,3,122,1,1,miss,0,1943,25,26,-1
80350903,801,80295,3,145,0,0,goal,1,1966,26,26,0
80350903,801,80067,3,212,0,1,goal,1,2033,27,26,1
80350903,806,80072,3,234,1,0,goal,1,2055,27,27,0
80350903,801,80295,3,254,0,2,goal,1,2075,28,27,1
80350903,801,80067,3,299,0,0,goal,1,2120,29,27,2
80350903,801,80295,3,320,1,2,goal,1,2141,30,27,3
80350903,806,80179,3,341,0,1,miss,0,2162,30,27,3
80350903,806,80072,3,368,1,0,miss,0,2189,30,27,3
80350903,801,80067,3,407,1,0,goal,1,2228,31,27,4
80350903,801,80067,3,426,1,1,miss,0,2247,31,27,4
80350903,806,80072,3,460,0,0,goal,1,2281,31,28,3
80350903,806,80471,3,510,1,1,goal,1,2331,31,29,2
80350903,801,80067,3,543,0,2,goal,1,2364,32,29,3
80350903,806,80072,3,559,0,0,goal,1,2380,32,30,2
80350903,801,80067,3,576,1,0,miss,0,2397,32,30,2
80350903,806,80471,3,600,0,2,goal,1,2421,32,31,1
80350903,806,80072,3,624,0,1,goal,1,2445,32,32,0
80350903,806,80471,3,664,1,1,miss,0,2485,32,32,0
80350903,801,80295,3,698,0,0,goal,1,2519,33,32,1
80350903,806,80072,3,729,1,1,goal,1,2550,33,33,0
80350903,806,80072,3,784,0,0,goal,1,2605,33,34,-1
80350903,801,80295,3,821,0,2,goal,1,2642,34,34,0
80350903,801,80067,3,852,0,1,miss,0,2673,34,34,0
80350903,806,80471,3,878,0,0,goal,1,2699,34,35,-1
80350903,801,80067,4,28,1,1,miss,0,2757,34,35,-1
80350903,806,80471,4,60,1,0,goal,1,2789,34,36,-2
80350903,806,80471,4,84,0,1,goal,1,2813,34,37,-3
80350903,801,80067,4,141,0,1,goal,1,2870,35,37,-2
80350903,806,80471,4,160,1,2,goal,1,2889,35,38,-3
80350903,801,80295,4,177,0,0,goal,1,2906,36,38,-2
80350903,806,80471,4,200,0,0,goal,1,2929,36,39,-3
80350903,801,80295,4,231,0,1,goal,1,2960,37,39,-2
80350903,806,80072,4,263,1,1,goal,1,2992,37,40,-3
