matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
80051103,803,80167,80058,80030,80154,80170,80037,80024,0,1455,0,14,0,25,1455,-11,-27.216494845360828,809
80051103,803,80167,80030,80036,80154,80170,80037,80024,1455,1814,14,18,25,31,359,-2,-20.055710306406684,809
80051103,803,80058,80030,80036,80154,80170,80037,80024,1814,2721,18,28,31,46,907,-5,-19.84564498346196,809
80051103,803,80167,80058,80170,80154,80037,80160,80024,2721,3331,28,32,46,60,610,-10,-59.016393442622956,809
80051103,803,80167,80058,80036,80154,80160,80037,80024,3331,3368,32,32,60,60,37,0,0.0,809
80051103,803,80167,80058,80036,80154,80170,80037,80024,3368,3630,32,35,60,67,262,-4,-54.961832061068705,809
80051103,809,80111,80100,80029,80105,80109,80108,80101,0,1814,0,31,0,18,1814,13,25.799338478500548,803
80051103,809,80111,80100,80029,80105,80109,80101,80108,1814,2721,31,46,18,28,907,5,19.84564498346196,803
80051103,809,80100,80100,80105,80102,80109,80101,80108,2721,3334,46,60,28,32,613,10,58.727569331158236,803
80051103,809,80100,80100,80104,80102,80109,80101,80108,3334,3630,60,67,32,35,296,4,48.648648648648646,803
