matchId,squadId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
80180806,803,1,0,3,0,0,0,14,11,1,7,17,2,9,19,3,16,1,0,5,2,2,16,1,3,0,4,21,82.98572996706915,76.19047619047619,75.0,1.1904761904761898
80180806,803,2,2,1,0,0,0,11,17,0,5,10,3,7,15,1,14,1,0,2,0,1,19,6,0,0,6,21,83.72093023255813,66.66666666666666,63.63636363636363,3.030303030303024
80180806,803,3,1,3,0,0,0,9,21,1,5,10,5,4,12,3,9,1,0,13,1,0,34,4,2,0,5,16,63.01969365426696,56.25,65.0,-8.75
80180806,803,4,0,2,0,0,0,10,13,2,2,11,4,4,16,7,9,2,0,3,2,2,16,2,4,0,3,17,66.23376623376623,52.94117647058824,50.0,2.941176470588239
80180806,803,5,0,0,0,0,0,6,4,1,4,8,2,5,9,1,8,1,0,1,0,0,5,1,1,0,1,10,84.90566037735849,80.0,75.0,5.0
80180806,803,6,0,0,1,0,1,6,8,0,1,7,1,4,9,2,7,1,0,1,0,0,9,3,0,0,1,10,83.91608391608392,70.0,77.77777777777779,-7.777777777777786
80180806,810,1,2,1,0,0,0,11,5,1,6,10,2,6,13,1,12,0,0,5,0,0,10,1,1,0,3,16,63.22722283205269,75.0,76.19047619047619,-1.1904761904761898
80180806,810,2,2,2,0,0,0,10,10,1,6,10,3,7,16,2,14,1,0,5,0,1,15,4,1,0,6,22,87.70764119601328,63.63636363636363,66.66666666666666,-3.030303030303024
80180806,810,3,1,0,0,0,0,10,7,1,6,9,4,4,17,4,13,1,0,5,1,1,12,3,2,0,4,20,78.7746170678337,65.0,56.25,8.75
80180806,810,4,2,2,0,0,0,9,14,2,5,8,5,4,12,3,9,1,0,8,0,1,22,5,2,0,6,18,70.12987012987013,50.0,52.94117647058824,-2.941176470588239
80180806,810,5,1,0,0,0,0,7,4,1,1,7,1,5,7,1,6,0,0,2,0,0,6,0,1,0,1,8,67.9245283018868,75.0,80.0,-5.0
80180806,810,6,1,0,0,1,0,6,4,0,3,3,1,3,7,0,7,1,0,1,0,1,5,1,0,0,2,9,75.52447552447552,77.77777777777779,70.0,7.777777777777786
