matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630802,803,6,4,3,0,0,43,53,2,20,75,5,24,63,15,48,30,6,12,3,0,8,5,2,62,12,7,53,0,19,77,75.16268980477223,62.33766233766234,64.55696202531645,-2.2192996876541145
95630802,810,5,2,0,3,2,49,51,2,19,77,6,31,58,7,51,38,5,9,4,0,19,2,4,70,15,4,47,0,23,79,77.11496746203905,64.55696202531645,62.33766233766234,2.2192996876541145
