matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
80350701,807,810,2,6,0,0,1,57,44,4,7,97,12,28,75,12,63,6,0,23,8,2,67,7,12,0,22,89,87.70873254859019,70.78651685393258,60.0,10.786516853932582
80350701,810,807,5,4,0,0,1,48,46,1,10,65,11,27,63,9,54,8,0,33,1,2,79,7,2,0,28,90,88.69422392554064,60.0,70.78651685393258,-10.786516853932582
