matchId,playerId,squadId,minutesPlayed
80351301,80072,806,60.86666666666667
80351301,80179,806,60.86666666666667
80351301,80075,806,60.0
80351301,80069,806,24.383333333333333
80351301,991902,806,45.75
80351301,80470,806,18.683333333333334
80351301,80038,806,60.0
80351301,80006,806,42.18333333333333
80351301,80471,806,0.0
80351301,80574,806,51.6
80351301,80157,806,0.0
80351301,993358,806,0.0
80351301,80078,807,60.0
80351301,80009,807,60.0
80351301,80833,807,52.5
80351301,991905,807,60.86666666666667
80351301,991904,807,21.516666666666666
80351301,80571,807,21.516666666666666
80351301,80080,807,60.0
80351301,80444,807,0.0
80351301,80472,807,8.366666666666667
80351301,80301,807,39.35
80351301,80020,807,39.35
80351301,991903,807,0.0
