matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
102000101,811,813,4,6,0,0,0,51,44,2,17,211,78,8,38,65,8,57,41,7,9,6,0,17,2,2,129,61,7,80,4,55,0,17,76.35206786850478,71.25,67.56756756756756,3.682432432432435
102000101,813,811,2,3,0,0,0,49,53,1,15,185,62,5,24,60,10,50,34,5,11,4,0,12,4,0,108,65,6,74,5,45,0,18,70.62566277836692,67.56756756756756,71.25,-3.682432432432435
