matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
111080302,807,80078,1007306,1007220,1000831,991905,1007219,1006231,0.0,2486.0,0,41,0,40,2486.0,1,1.4481094127111827
111080302,807,80078,1009721,1007220,1000831,991905,1007219,1006231,2486.0,2700.0,41,45,40,43,214.0,1,16.822429906542055
111080302,807,80078,1007306,1007220,1000831,991905,1007219,1006231,2700.0,3096.0,45,48,43,50,396.0,-4,-36.36363636363637
111080302,807,80078,1007306,1007220,1000831,991905,1006231,1007219,3096.0,3304.0,48,51,50,53,208.0,0,0.0
111080302,807,80078,1009721,1007220,1000831,991905,1006231,1007219,3304.0,3600.0,51,54,53,58,296.0,-2,-24.324324324324323
111080302,8119,1010545,1014126,80575,80041,1004473,1011747,80010,0.0,424.0,0,6,0,7,424.0,-1,-8.49056603773585
111080302,8119,1010545,1014126,80575,80041,1013050,1011747,80010,424.0,900.0,6,14,7,17,476.0,-2,-15.126050420168067
111080302,8119,1010545,1014126,80575,1004473,1013050,1011747,80010,900.0,1213.0,14,20,17,21,313.0,2,23.003194888178914
111080302,8119,1010545,1014126,80575,1014125,1013050,1011747,80010,1213.0,1453.0,20,23,21,27,240.0,-3,-45.0
111080302,8119,1010545,1014126,80575,1014125,1013050,1007301,80010,1453.0,1800.0,23,28,27,32,347.0,0,0.0
111080302,8119,1010545,1014126,80575,1004473,1013050,1007301,80010,1800.0,1819.0,28,28,32,33,19.0,-1,-189.47368421052633
111080302,8119,1010545,1014126,80041,1004473,1013050,1007301,80010,1819.0,2162.0,28,33,33,39,343.0,-1,-10.495626822157433
111080302,8119,1010545,1014126,80041,1004473,1013050,1011747,80010,2162.0,2250.0,33,34,39,40,88.0,0,0.0
111080302,8119,1010545,1015270,80041,1004473,1013050,1011747,80010,2250.0,3008.0,34,48,40,47,758.0,7,33.24538258575198
111080302,8119,1010545,1014126,80041,1004473,1013050,1011747,80010,3008.0,3600.0,48,58,47,54,592.0,3,18.243243243243242
