matchId,playerId,squadId,minutesPlayed
111080302,80078,807,60.0
111080302,1007306,807,51.5
111080302,1007220,807,60.0
111080302,1000831,807,60.0
111080302,991905,807,60.0
111080302,1007219,807,60.0
111080302,1006231,807,60.0
111080302,1004472,807,0.0
111080302,1005495,807,0.0
111080302,1015274,807,0.0
111080302,1021092,807,0.0
111080302,1009721,807,8.5
111080302,1010545,8119,60.0
111080302,1014126,8119,47.36666666666667
111080302,80575,8119,30.316666666666666
111080302,80041,8119,44.68333333333333
111080302,1004473,8119,42.28333333333333
111080302,1011747,8119,48.18333333333333
111080302,80010,8119,60.0
111080302,1015270,8119,12.633333333333333
111080302,1001717,8119,0.0
111080302,1013050,8119,52.93333333333333
111080302,1014125,8119,9.783333333333333
111080302,1007301,8119,11.816666666666666
