matchId,squadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,quartersPlayed,rebounds,tossUpWin,turnovers
98181401,802,80028,1,0,1,0,0,0,0,0,0,0,18,7,0,3,0,0,0,0,15,0,0,0,0,18,0,0,11,1,0,0,2
98181401,802,80028,2,1,0,0,0,0,0,0,0,1,20,6,0,4,0,0,0,0,15,0,0,0,0,19,0,0,14,1,0,0,1
98181401,802,80028,3,0,0,0,0,0,0,2,0,1,18,4,0,2,0,0,0,0,15,0,1,0,0,18,3,0,14,1,0,0,0
98181401,802,80028,4,0,1,0,0,0,7,1,0,0,7,7,0,3,0,0,0,0,15,0,0,0,0,7,1,0,7,1,0,0,1
98181401,802,80198,1,0,0,0,0,0,1,2,0,0,8,2,1,2,6,1,5,1,15,0,0,0,0,2,2,0,8,1,0,0,1
98181401,802,80198,2,1,1,0,0,0,4,1,0,2,11,5,0,3,5,0,5,0,15,0,0,1,0,5,1,0,11,1,1,0,2
98181401,802,80198,3,0,1,0,0,0,4,0,0,0,8,4,0,2,4,1,3,0,15,0,0,0,1,4,0,0,8,1,0,0,2
98181401,802,80198,4,0,0,0,0,0,2,1,0,1,7,2,0,2,5,0,5,0,9,0,0,0,1,2,1,0,7,1,0,0,0
98181401,802,80223,1,0,0,0,0,1,7,5,0,0,2,1,0,1,0,0,0,0,15,0,0,0,0,1,5,0,8,1,0,0,0
98181401,802,80223,2,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,15,0,2,0,1,0,5,0,5,1,0,0,0
98181401,802,80223,3,0,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,1,2,8,1,0,0,1
98181401,802,80223,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,1,1,0,0,0
98181401,802,80247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181401,802,80247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
