matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
124381401,804,807,65,3,65,3,2,3,0,0,1,50,71,49,5,5,5,10,64,98,16,56,22,62,0,60,68,6,62,0,62,40,9,13,7,4,Q4 15:00,2,17,399,13,1,62,13,62,24,8,43,53,2,0,2,76,14,1.02,90.98,90.98,68.14684546054077,46.875,21.271845460540774
124381401,807,804,48,17,48,17,1,3,0,0,0,50,58,49,1,1,14,15,60,80,10,50,18,38,7,43,65,20,38,7,45,32,5,8,4,7,Q4 14:38,15,10,243.5,17,2,66,5,52,33,5,43,47,3,0,3,57,17,2.0,96.0,96.0,46.875,68.14684546054077,-21.271845460540774
