matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
98180901,801,804,3,6,0,1,0,52,49,4,17,187,63,11,30,59,8,51,35,8,8,7,0,26,1,0,115,75,6,86,5,46,0,28,85.59579762233895,59.30232558139535,68.67469879518072,-9.372373213785366
98180901,804,801,2,4,1,0,0,51,51,5,14,200,61,7,34,67,10,57,40,7,10,2,0,21,3,1,112,72,10,83,8,54,0,19,82.60989770528062,68.67469879518072,59.30232558139535,9.372373213785366
