matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
117070201,8118,31.0,10.0,31.0,10.0,1.0,6.0,0.0,0.0,0.0,37.0,59.0,25.0,4.0,4.0,4.0,8.0,34.0,48.0,7.0,57.0,24.0,28.0,5.0,26.0,41.0,8.0,28.0,5.0,33.0,24.0,4.0,5.0,5.0,3.0,2.0,25.0,183.0,10.0,1.0,35.0,10.0,38.0,26.0,2.0,53.0,0.0,50.0,14.0,2.0,69.0,103.5,47.82608695652174,70.3125,-22.486413043478258
117070201,8119,45.0,4.0,45.0,4.0,2.0,2.0,0.0,0.0,1.0,34.0,65.0,41.0,5.0,5.0,10.0,15.0,45.0,59.0,12.0,83.0,17.0,42.0,3.0,41.0,49.0,4.0,42.0,3.0,45.0,26.0,10.0,9.0,3.0,5.0,0.0,75.0,316.5,11.0,0.0,52.0,6.0,48.0,17.0,5.0,47.0,0.0,64.0,10.0,3.0,64.0,96.0,70.3125,47.82608695652174,22.486413043478258
