matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration
117070201,1013629,8118,GS,0,S,1200,1200
117070201,1013629,8118,S,1200,S,2400,1200
117070201,1019169,8118,GA,0,S,1200,1200
117070201,1019169,8118,S,1200,S,2400,1200
117070201,1022764,8118,WA,0,S,1579,1579
117070201,1022764,8118,S,1579,WD,1800,221
117070201,1022764,8118,WD,1800,WD,2400,600
117070201,80701,8118,C,0,S,1200,1200
117070201,80701,8118,S,1200,S,2400,1200
117070201,1022763,8118,WD,0,S,824,824
117070201,1022763,8118,S,824,WD,1200,376
117070201,1022763,8118,WD,1200,S,1800,600
117070201,1022763,8118,S,1800,S,2400,600
117070201,1001803,8118,GD,0,GK,1200,1200
117070201,1001803,8118,GK,1200,GK,2400,1200
117070201,1013638,8118,GK,0,S,1200,1200
117070201,1013638,8118,S,1200,S,2400,1200
117070201,1025014,8118,S,0,WA,1579,1579
117070201,1025014,8118,WA,1579,WA,2400,821
117070201,1009743,8118,S,0,GS,1200,1200
117070201,1009743,8118,GS,1200,GA,2004,804
117070201,1009743,8118,GA,2004,GA,2400,396
117070201,80150,8118,S,0,GA,1200,1200
117070201,80150,8118,GA,1200,GS,2004,804
117070201,80150,8118,GS,2004,GS,2400,396
117070201,1019170,8118,S,0,WD,824,824
117070201,1019170,8118,WD,824,GD,1200,376
117070201,1019170,8118,GD,1200,GD,2400,1200
117070201,1001356,8118,S,0,C,1200,1200
117070201,1001356,8118,C,1200,C,2400,1200
117070201,1010545,8119,GS,0,GS,2400,2400
117070201,1001711,8119,GA,0,S,1726,1726
117070201,1001711,8119,S,1726,S,2400,674
117070201,80575,8119,WA,0,C,1200,1200
117070201,80575,8119,C,1200,C,2400,1200
117070201,1004473,8119,C,0,S,1200,1200
117070201,1004473,8119,S,1200,WA,2004,804
117070201,1004473,8119,WA,2004,WA,2400,396
117070201,80299,8119,WD,0,S,2362,2362
117070201,80299,8119,S,2362,S,2400,38
117070201,1011747,8119,GD,0,GD,2400,2400
117070201,80010,8119,GK,0,GK,2400,2400
117070201,1014126,8119,S,0,GA,1726,1726
117070201,1014126,8119,GA,1726,GA,2400,674
117070201,994225,8119,S,0,WA,1200,1200
117070201,994225,8119,WA,1200,S,2004,804
117070201,994225,8119,S,2004,S,2400,396
117070201,1001716,8119,S,0,S,2400,2400
117070201,1026855,8119,S,0,WD,2362,2362
117070201,1026855,8119,WD,2362,WD,2400,38
117070201,1001707,8119,S,0,S,2400,2400
