matchId,squadId,oppSquadId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
80050503,803,805,1,1,2,0,0,0,10,9,1,3,13,0,8,16,4,12,2,0,5,0,1,14,2,1,0,8,24,96.3210702341137,50.0,47.61904761904761,2.3809523809523867
80050503,803,805,2,1,1,0,0,0,9,11,1,2,13,0,6,13,3,10,1,0,4,0,1,15,1,1,0,6,19,74.91785323110625,52.63157894736842,72.72727272727273,-20.095693779904316
80050503,803,805,3,0,3,0,0,1,9,14,1,5,16,0,7,19,6,13,2,0,1,2,1,15,4,3,0,6,23,91.28996692392502,56.52173913043478,42.857142857142854,13.664596273291927
80050503,803,805,4,0,0,0,0,0,13,8,0,1,16,0,10,18,3,15,0,0,3,1,0,11,3,1,0,2,19,75.08232711306258,78.94736842105263,71.42857142857143,7.5187969924811995
80050503,803,805,5,0,0,0,0,0,5,7,2,4,9,0,4,7,1,6,0,0,1,1,0,8,1,3,0,2,8,67.60563380281691,75.0,66.66666666666666,8.333333333333343
80050503,803,805,6,2,1,0,0,0,5,4,1,1,5,0,2,5,1,4,0,0,2,0,0,6,0,1,0,3,8,67.60563380281691,50.0,55.55555555555556,-5.555555555555557
80050503,805,803,1,4,1,0,0,0,12,15,1,5,14,0,6,11,1,10,3,0,4,0,0,19,1,1,0,10,21,84.2809364548495,47.61904761904761,50.0,-2.3809523809523867
80050503,805,803,2,0,3,0,0,0,11,16,2,5,16,0,8,19,3,16,2,0,8,2,2,24,2,4,0,5,22,86.74698795180723,72.72727272727273,52.63157894736842,20.095693779904316
80050503,805,803,3,0,1,0,0,0,10,11,1,5,11,0,7,11,2,9,0,0,5,0,1,16,2,1,0,10,21,83.35170893054024,42.857142857142854,56.52173913043478,-13.664596273291927
80050503,805,803,4,1,0,0,0,1,13,22,1,4,14,0,11,17,2,15,3,0,4,1,1,26,1,2,0,5,21,82.98572996706915,71.42857142857143,78.94736842105263,-7.5187969924811995
80050503,805,803,5,0,0,0,0,0,5,2,0,2,10,0,3,9,3,6,2,0,3,0,0,5,1,0,0,0,9,76.05633802816902,66.66666666666666,75.0,-8.333333333333343
80050503,805,803,6,0,1,0,0,0,5,5,1,2,6,0,4,7,2,5,0,0,3,0,1,8,2,1,0,2,9,76.05633802816902,55.55555555555556,50.0,5.555555555555557
