matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
80121002,801,2,9,0,0,0,49,45,4,26,77,19,26,62,9,53,7,0,10,3,3,55,16,7,0,16,75,74.46221731936018,70.66666666666667,69.86301369863014,0.8036529680365305
80121002,807,1,6,0,0,0,53,60,3,17,82,12,27,66,15,51,5,0,11,8,0,71,11,11,0,15,73,72.4765581908439,69.86301369863014,70.66666666666667,-0.8036529680365305
