matchId,squadId,playerId,period,periodSeconds,distanceCode,positionCode,scoreName,scorePoints,matchSeconds,homeSquadScore,awaySquadScore,scoreDifferential
95630102,804,80293,1,23,1,1,miss,0,23,0,0,0
95630102,804,80570,1,103,0,1,goal,1,103,1,0,1
95630102,803,80444,1,129,0,2,miss,0,129,1,0,1
95630102,804,80293,1,154,0,2,goal,1,154,2,0,2
95630102,804,80293,1,194,0,0,goal,1,194,3,0,3
95630102,803,80019,1,224,0,1,goal,1,224,3,1,2
95630102,804,80570,1,273,0,2,goal,1,273,4,1,3
95630102,803,80444,1,297,1,2,miss,0,297,4,1,3
95630102,804,80570,1,324,0,0,miss,0,324,4,1,3
95630102,804,80570,1,328,0,0,goal,1,328,5,1,4
95630102,804,80293,1,348,1,0,goal,1,348,6,1,5
95630102,803,80444,1,417,1,1,goal,1,417,6,2,4
95630102,804,80570,1,466,1,1,goal,1,466,7,2,5
95630102,804,80293,1,512,0,0,goal,1,512,8,2,6
95630102,804,80570,1,537,1,1,miss,0,537,8,2,6
95630102,804,80570,1,559,0,1,goal,1,559,9,2,7
95630102,804,80293,1,601,0,2,goal,1,601,10,2,8
95630102,804,80293,1,622,1,1,goal,1,622,11,2,9
95630102,803,80444,1,639,0,2,miss,0,639,11,2,9
95630102,804,80293,1,705,0,2,goal,1,705,12,2,10
95630102,804,80293,1,725,1,0,goal,1,725,13,2,11
95630102,803,80444,1,741,1,2,goal,1,741,13,3,10
95630102,803,80444,1,781,1,1,miss,0,781,13,3,10
95630102,803,80019,1,804,0,2,goal,1,804,13,4,9
95630102,803,80019,1,855,0,1,goal,1,855,13,5,8
95630102,804,80293,1,879,0,0,goal,1,879,14,5,9
95630102,803,80444,1,909,0,0,goal,1,909,14,6,8
95630102,804,80293,2,37,1,0,goal,1,952,15,6,9
95630102,803,80019,2,71,1,1,miss,0,986,15,6,9
95630102,804,80293,2,103,0,2,miss,0,1018,15,6,9
95630102,804,80570,2,113,0,1,miss,0,1028,15,6,9
95630102,804,80293,2,132,0,1,goal,1,1047,16,6,10
95630102,804,80293,2,189,0,0,goal,1,1104,17,6,11
95630102,804,80293,2,214,0,1,miss,0,1129,17,6,11
95630102,804,80293,2,222,0,1,goal,1,1137,18,6,12
95630102,804,80570,2,247,0,0,goal,1,1162,19,6,13
95630102,803,80111,2,276,0,0,goal,1,1191,19,7,12
95630102,804,80293,2,296,0,2,miss,0,1211,19,7,12
95630102,803,80019,2,353,0,1,goal,1,1268,19,8,11
95630102,803,80019,2,378,0,0,goal,1,1293,19,9,10
95630102,803,80019,2,416,1,0,goal,1,1331,19,10,9
95630102,804,80293,2,452,1,2,goal,1,1367,20,10,10
95630102,804,80293,2,472,0,2,goal,1,1387,21,10,11
95630102,803,80111,2,496,0,0,goal,1,1411,21,11,10
95630102,804,80293,2,548,0,0,goal,1,1463,22,11,11
95630102,803,80019,2,567,1,0,miss,0,1482,22,11,11
95630102,803,80111,2,580,0,2,goal,1,1495,22,12,10
95630102,804,80570,2,594,0,2,goal,1,1509,23,12,11
95630102,803,80111,2,626,0,1,goal,1,1541,23,13,10
95630102,804,80570,2,648,0,0,goal,1,1563,24,13,11
95630102,803,80111,2,675,1,1,goal,1,1590,24,14,10
