matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630702,804,807,2,4,0,0,0,49,69,0,7,63,2,32,54,6,48,16,0,0,2,0,17,1,1,86,6,1,48,0,14,67,65.81173260572987,71.64179104477611,73.33333333333333,-1.6915422885572156
95630702,807,804,1,6,0,0,1,50,50,2,15,72,12,24,72,17,55,9,0,0,10,0,18,13,1,68,6,15,52,0,16,75,73.66984993178717,73.33333333333333,71.64179104477611,1.6915422885572156
