matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
124380601,804,8117,46,14,46,14,0,3,2,0,1,49,64,47,4,4,12,16,56,84,17,47,23,43,7,46,60,10,43,7,50,37,8,5,10,6,Q4 15:00,6,30,324,15,4,63,7,57,29,10,44,46,3,0,1,63,7,3.0,86.0,86.0,58.139534883720934,63.31699346405229,-5.177458580331354
124380601,8117,804,72,6,72,6,0,2,0,2,0,56,70,37,7,7,8,15,69,97,22,77,18,60,2,55,78,16,60,2,62,40,17,5,6,10,Q4 14:37,8,38,512.5,10,2,47,15,64,26,11,45,54,1,0,0,71,8,6.08,97.92,97.92,63.31699346405229,58.139534883720934,5.177458580331354
