matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
111080602,807,70,12,70,12,2,3,1,0,1,56,71,41,3,3,5,8,198,69,103,10,60,22,58,5,52,82,19,58,5,63,42,6,15,7,2,0,53,342,4,2,103,45,17,68,25,103.0,16,55,0,50,10.0,103.0,61.165048543689316,54.736842105263165,6.428206438426152
111080602,810,52,11,52,11,4,3,0,1,0,54,66,38,4,4,18,23,151,59,80,12,75,23,47,5,49,63,11,47,5,52,39,9,4,2,7,0,9,313,13,1,80,53,6,57,30,95.0,3,45,0,16,1.0,95.0,54.736842105263165,61.165048543689316,-6.428206438426152
