matchId,playerId,squadId,minutesPlayed,oppSquadId
111081004,1001865,801,60.0,8119
111081004,1015271,801,60.0,8119
111081004,80301,801,48.016666666666666,8119
111081004,999806,801,36.36666666666667,8119
111081004,1016033,801,59.016666666666666,8119
111081004,80814,801,40.71666666666667,8119
111081004,80830,801,60.0,8119
111081004,1007298,801,0.0,8119
111081004,1001712,801,0.0,8119
111081004,80440,801,19.283333333333335,8119
111081004,1009731,801,12.966666666666667,8119
111081004,1020223,801,23.633333333333333,8119
111081004,1010545,8119,48.7,801
111081004,1014126,8119,60.0,801
111081004,1014125,8119,24.05,801
111081004,1004473,8119,60.0,801
111081004,1013050,8119,60.0,801
111081004,1011747,8119,48.916666666666664,801
111081004,80010,8119,60.0,801
111081004,1001717,8119,11.3,801
111081004,1015270,8119,0.0,801
111081004,1021262,8119,35.95,801
111081004,1007301,8119,11.083333333333334,801
111081004,1021073,8119,0.0,801
