matchId,squadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,minutesPlayed,feedsPer60,offsidesPer60,breaksPer60,deflectionsPer60,tossUpWinPer60,pickupsPer60,penaltiesPer60,badPassesPer60,badHandsPer60,goalAssistsPer60,goalMissesPer60,contactPenaltiesPer60,blockedPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,blocksPer60,gainPer60,goalsPer60,reboundsPer60,defensiveReboundsPer60,missedGoalTurnoverPer60,turnoversPer60,offensiveReboundsPer60,interceptsPer60,goalAttemptsPer60,plusMinus,plusMinusPer60
80051205,807,80020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80051205,807,80076,0,0,0,0,0,5,5,0,2,0,0,0,0,0,0,1,0,5,0,0,10,3,0,0,1,60.0,0.0,0.0,0.0,2.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0
80051205,807,80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80051205,807,80078,1,0,0,0,0,0,3,0,0,2,0,0,59,11,48,0,0,0,6,0,3,0,6,0,1,60.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,48.0,6.0,0.0,0.0,1.0,6.0,0.0,59.0,2.0,2.0
80051205,807,80080,0,1,0,0,0,0,21,3,5,0,0,0,0,0,0,2,0,4,0,0,25,0,3,0,1,60.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0
80051205,807,80081,0,1,0,0,0,0,4,0,2,23,0,6,0,0,0,0,0,4,0,0,8,0,0,0,3,60.0,23.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,6.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0
80051205,807,80083,0,0,0,0,0,8,10,1,4,0,0,0,0,0,0,3,0,3,0,0,13,0,1,0,0,60.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0
80051205,807,80085,0,1,0,0,1,17,0,0,1,18,0,2,0,0,0,0,0,1,0,2,1,2,0,0,3,60.0,18.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0
80051205,807,80086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80051205,807,80087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
