matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
100831004,810,2,2,0,0,0,43,54,2,18,151,74,16,26,59,14,45,31,9,5,8,0,16,2,1,74,70,12,85,4,49,0,28,83.72093023255813,52.94117647058824,60.0,-7.058823529411761
100831004,8118,4,4,0,0,1,41,49,4,19,134,66,15,25,55,7,48,32,7,9,8,0,9,3,4,66,58,7,80,7,51,0,28,78.79616963064295,60.0,52.94117647058824,7.058823529411761
