matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin
103930703,8118,8119,80068,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,-8.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
103930703,8118,8119,80068,2,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,-15.5,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0
103930703,8118,8119,80068,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,18.5,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
103930703,8118,8119,80068,4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0
103930703,8118,8119,80069,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,-1.5,0.0,1.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0
103930703,8118,8119,80069,2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0
103930703,8118,8119,80069,3,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,14.0,10.0,13.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,37.5,0.0,0.0,13.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0
103930703,8118,8119,80069,4,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,6.0,9.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,-11.0,0.0,0.0,9.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0
103930703,8118,8119,80072,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,0.0,0.0,1.0,4.0,5.0,0.0,5.0,1.0,0.0,15.0,0.0,7.5,1.0,0.0,4.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
103930703,8118,8119,80072,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,2.0,12.0,1.0,11.0,0.0,0.0,15.0,1.0,29.0,0.0,0.0,2.0,0.0,1.0,1.0,15.0,1.0,1.0,0.0
