matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
100831104,801,8118,0,3,0,0,0,46,61,1,23,127,59,15,31,56,9,47,28,8,11,10,0,8,4,3,59,69,12,83,5,51,0,31,82.33673188206117,56.62650602409639,56.97674418604651,-0.3502381619501165
100831104,8118,801,3,3,0,0,0,45,61,3,19,140,70,19,37,58,9,49,29,11,9,10,0,8,3,6,70,69,18,86,6,49,0,31,85.31275833562965,56.97674418604651,56.62650602409639,0.3502381619501165
