matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
100830501,806,7,5,0,1,0,45,51,4,12,140,73,13,25,51,6,45,29,4,12,3,0,23,3,2,73,75,9,78,7,46,0,30,76.13882863340564,57.692307692307686,56.17977528089888,1.512532411408806
100830501,810,4,3,1,0,0,44,42,2,17,139,62,12,21,65,15,50,33,6,11,8,0,23,2,1,62,65,7,89,4,54,0,26,86.8763557483731,56.17977528089888,57.692307692307686,-1.512532411408806
