matchId,playerId,firstname,surname,displayName,shortDisplayName,squadId
80350303,80054,Cathrine,Latu,C.Latu,"Latu, C",805
80350303,80100,Maria,Tutaia,M.Tutaia,"Tutaia, M",805
80350303,80581,Elisapeta,Toeava,E.Toeava,"Toeava, E",805
80350303,80055,Grace,Rasmussen,G.Rasmussen,"Rasmussen, G",805
80350303,80304,Kayla,Cullen,K.Cullen,"Cullen, K",805
80350303,80049,Julie,Corletto,J.Corletto,"Corletto, J",805
80350303,80428,Jessica,Moulds,J.Moulds,"Moulds, J",805
80350303,80223,Hayley,Saunders,H.Saunders,Saunders,805
80350303,80198,Bailey,Mes,B.Mes,"Mes, B",805
80350303,80699,Erikana,Pedersen,E.Pedersen,"Pedersen, E",805
80350303,80580,Jessica,Bourke,J.Bourke,"Bourke, J",805
80350303,80245,Lavinia,Vaitohi,L.Vaitohi,"Vaitohi, L",805
80350303,80078,Romelda,Aiken,R.Aiken,"Aiken, R",807
80350303,80444,Ameliaranne,Wells,A.Wells,"Wells, A",807
80350303,80472,Nicola,Gray,N.Gray,"Gray, N",807
80350303,80833,Kimberley,Ravaillion,K.Ravaillion,"Ravaillion, K",807
80350303,991905,Gabrielle,Simpson,G.Simpson,"Simpson, G",807
80350303,80571,Jacinta,Messer,J.Messer,"Messer, J",807
80350303,80080,Laura,Geitz,L.Geitz,"Geitz, L",807
80350303,991903,Laura,Clemesha,L.Clemesha,"Clemesha, L",807
80350303,80009,Natalie,Medhurst,N.Medhurst,"Medhurst, N",807
80350303,991904,Abbey,McCulloch,A.McCulloch,McCulloch,807
80350303,80020,Demelza,McCloud,D.McCloud,"McCloud, D",807
80350303,80301,Chelsea,Pitman,C.Pitman,"Pitman, C",807
