matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
98190401,806,2,5,0,0,3,65,57,4,15,261,98,11,40,84,17,67,45,10,12,7,0,14,5,0,163,71,15,104,9,50,0,25,80.39510414429891,64.42307692307693,65.71428571428571,-1.2912087912087742
98190401,807,6,3,0,0,1,65,67,7,15,287,109,14,41,100,31,69,49,10,10,7,0,27,21,6,174,94,6,105,28,50,0,26,81.16813399184024,65.71428571428571,64.42307692307693,1.2912087912087742
