matchId,squadId,playerId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin,reboundsPer60,netPointsPer60,penaltiesPer60,generalPlayTurnoversPer60,deflectionWithNoGainPer60,goal_from_zone2Per60,goal_from_zone1Per60,pointsPer60,possessionsPer60,goalMissesPer60,goalAssistsPer60,disposalsPer60,attempt_from_zone2Per60,centrePassReceivesPer60,obstructionPenaltiesPer60,attempt_from_zone1Per60,goalsPer60,offsidesPer60,goal2Per60,goal1Per60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,contactPenaltiesPer60,gainToGoalPercPer60,centrePassToGoalPercPer60,interceptPassThrownPer60,gainPer60,blockedPer60,passesPer60,deflectionWithGainPer60,tossUpWinPer60,feedsPer60,attempt2Per60,attempt1Per60,badPassesPer60,breaksPer60,blocksPer60,badHandsPer60,possessionChangesPer60,goalAttemptsPer60,deflectionsPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,pickupsPer60,interceptsPer60,plusMinus,plusMinusPer60
111081104,801,80301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.033333333333333,0.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,14.958448753462605,0.0,4.986149584487535,0.0,0.0,0.0,0.0,19.94459833795014,0.0,14.958448753462605,29.91689750692521,0.0,9.97229916897507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.986149584487535,0.0,0.0,24.930747922437675,0.0,0.0,24.930747922437675,0.0,0.0,0.0,0.0,0.0,0.0,4.986149584487535,0.0,0.0,4.986149584487535,60.00000000000001,14.958448753462605,4.986149584487535,0.0,-7.0,-34.903047091412745
111081104,801,80440,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.316666666666666,0.0,-4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,-9.119696010132996,9.119696010132996,2.279924002533249,0.0,0.0,0.0,0.0,13.679544015199493,0.0,0.0,0.0,0.0,13.679544015199493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.119696010132996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.279924002533249,0.0,0.0,0.0,2.279924002533249,0.0,0.0,6.839772007599747,60.0,0.0,0.0,0.0,11.0,25.07916402786574
111081104,801,80814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.266666666666666,0.0,39.5,4.0,0.0,0.0,15.0,3.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,43.67321867321867,16.584766584766584,0.0,3.3169533169533167,0.0,0.0,0.0,13.267813267813267,0.0,0.0,2.211302211302211,0.0,5.528255528255528,4.422604422604422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.162162162162161,0.0,0.0,0.0,1.1056511056511056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3169533169533167,4.422604422604422,59.99999999999999,0.0,3.3169533169533167,1.1056511056511056,-8.0,-8.845208845208845
111081104,801,80830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,60.0,0.0,87.0,6.0,0.0,0.0,14.0,2.0,0.0,1.0,12.0,4.0,3.0,0.0,3.0,87.0,14.0,1.0,11.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,4.0,60.0,0.0,2.0,2.0,-2.0,-2.0
111081104,801,999806,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,18.0,6.0,17.0,1.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.516666666666666,0.0,6.0,0.0,2.0,17.0,5.0,1.0,0.0,6.0,3.0,4.0,0.0,0.0,0.0,9.85851209493382,8.215426745778183,9.85851209493382,4.92925604746691,0.0,0.0,0.0,4.92925604746691,0.0,8.215426745778183,29.575536284801462,0.0,0.0,0.0,0.0,0.0,3.2861706983112735,0.0,0.0,0.0,0.0,8.215426745778183,0.0,0.0,1.6430853491556368,1.6430853491556368,0.0,27.932450935645825,0.0,0.0,27.932450935645825,0.0,0.0,1.6430853491556368,0.0,0.0,0.0,9.85851209493382,0.0,4.92925604746691,6.572341396622547,60.0,9.85851209493382,1.6430853491556368,1.6430853491556368,-8.0,-13.144682793245094
111081104,801,1001712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111081104,801,1001865,33.0,4.0,33.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.0,4.0,4.0,0.0,0.0,6.0,31.0,2.0,2.0,37.0,4.0,31.0,2.0,33.0,3.0,0.0,60.0,0.0,41.5,0.0,0.0,4.0,3.0,3.0,35.0,6.0,42.0,4.0,2.0,0.0,2.0,41.5,3.0,6.0,0.0,2.0,31.0,35.0,42.0,4.0,2.0,41.0,4.0,0.0,0.0,33.0,33.0,0.0,2.0,31.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,33.0,0.0,0.0,0.0,1.0,6.0,37.0,0.0,4.0,60.0,4.0,3.0,0.0,-2.0,-2.0
111081104,801,1007298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111081104,801,1009731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,6.428571428571429,4.285714285714286,2.142857142857143,6.428571428571429,0.0,0.0,0.0,2.142857142857143,0.0,0.0,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143,0.0,6.428571428571429,6.428571428571429,60.0,0.0,0.0,0.0,0.0,0.0
111081104,801,1015271,11.0,10.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,38.0,11.0,14.0,0.0,0.0,3.0,10.0,7.0,10.0,21.0,4.0,10.0,7.0,17.0,1.0,0.0,60.0,0.0,74.5,0.0,0.0,14.0,1.0,5.0,24.0,4.0,49.0,4.0,0.0,0.0,0.0,74.5,1.0,3.0,0.0,7.0,10.0,24.0,49.0,4.0,10.0,38.0,10.0,20.0,0.0,11.0,17.0,0.0,7.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,10.0,11.0,1.0,0.0,0.0,0.0,4.0,21.0,1.0,4.0,60.0,11.0,5.0,0.0,-2.0,-2.0
