matchId,squadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,minutesPlayed,badHandsPer60,badPassesPer60,blockedPer60,blocksPer60,breaksPer60,centrePassReceivesPer60,contactPenaltiesPer60,defensiveReboundsPer60,deflectionsPer60,feedsPer60,gainPer60,goalAssistsPer60,goalAttemptsPer60,goalMissesPer60,goalsPer60,interceptsPer60,missedGoalTurnoverPer60,obstructionPenaltiesPer60,offensiveReboundsPer60,offsidesPer60,penaltiesPer60,pickupsPer60,reboundsPer60,tossUpWinPer60,turnoversPer60,plusMinus,plusMinusPer60
90840302,804,80010,0,0,0,0,0,0,19,1,4,0,5,0,0,0,0,1,0,2,0,0,21,1,1,0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,21.0,1.0,1.0,0.0,0.0,-1.0,-1.0
90840302,804,80041,0,1,0,0,0,11,4,0,2,24,1,9,0,0,0,0,0,3,0,0,7,0,0,0,1,61.86666666666667,0.0,0.9698275862068966,0.0,0.0,0.0,10.668103448275863,3.8793103448275863,0.0,1.9396551724137931,23.275862068965516,0.9698275862068966,8.72844827586207,0.0,0.0,0.0,0.0,0.0,2.9094827586206895,0.0,0.0,6.788793103448276,0.0,0.0,0.0,0.9698275862068966,-1.0,-0.9698275862068966
90840302,804,80042,0,0,0,0,0,7,5,2,1,0,6,0,0,0,0,3,0,7,0,0,12,3,2,0,0,60.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,12.0,3.0,2.0,0.0,0.0,-1.0,-1.0
90840302,804,80064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90840302,804,80180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90840302,804,80293,2,2,1,0,0,17,5,0,1,9,0,5,22,4,18,0,0,0,0,0,5,2,0,0,7,60.0,2.0,2.0,1.0,0.0,0.0,17.0,5.0,0.0,1.0,9.0,0.0,5.0,22.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,7.0,-1.0,-1.0
90840302,804,80570,0,0,0,0,0,0,6,0,1,2,0,2,37,8,29,0,0,3,2,0,9,1,2,0,7,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,2.0,37.0,8.0,29.0,0.0,0.0,3.0,2.0,0.0,9.0,1.0,2.0,0.0,7.0,-1.0,-1.0
90840302,804,80577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90840302,804,991901,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,4,0,1,11,3,0,0,2,60.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,11.0,3.0,0.0,0.0,2.0,-1.0,-1.0
90840302,804,992954,0,2,0,0,0,4,2,0,0,7,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,61.86666666666667,0.0,1.9396551724137931,0.0,0.0,0.0,3.8793103448275863,1.9396551724137931,0.0,0.0,6.788793103448276,0.0,1.9396551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9396551724137931,0.0,0.0,0.0,1.9396551724137931,-1.0,-0.9698275862068966
