matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116950102,811,813,3,1,1,0,1,47,67,44,3,3,9,52,84,11,64,20,46,59,6,53,32,7,14,7,4,1,50,7,0,51,7,53,21,7,54,0,88,7,3.0,77.0,75.20347259902334,68.83116883116884,53.42465753424658,15.406511296922261
116950102,813,811,5,0,0,1,1,41,55,51,6,6,9,46,69,14,57,21,36,49,10,39,26,8,5,4,7,5,20,10,2,61,12,39,26,3,46,0,71,16,2.0,73.0,71.29679869777537,53.42465753424658,68.83116883116884,-15.406511296922261
