matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
105640102,811,813,7.0,2.0,0.0,0.0,0.0,49.0,0.0,50.0,5.0,5.0,13.0,144.0,56.0,75.0,14.0,0.0,24.0,53.0,59.0,3.0,56.0,37.0,8.0,11.0,2.0,4.0,0.0,33.3333,9.0,9.0,75.0,59.0,9.0,26.0,84.0,6.0,46.0,0.0,37.931,1.0,83.21408915795267,66.66666666666666,54.65116279069767,12.015503875968989
105640102,813,811,4.0,2.0,0.0,0.0,1.0,50.0,0.0,31.0,7.0,7.0,9.0,141.0,53.0,73.0,10.0,0.0,22.0,41.0,58.0,11.0,47.0,30.0,5.0,12.0,4.0,2.0,0.0,9.0909,6.0,2.0,73.0,37.0,14.0,29.0,86.0,2.0,54.0,0.0,46.1538,1.0,85.19537699504679,54.65116279069767,66.66666666666666,-12.015503875968989
