matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630103,806,808,4,2,0,0,0,60,46,3,16,86,6,55,75,7,68,55,4,9,3,0,8,2,1,54,11,5,52,0,15,88,87.56218905472637,77.27272727272727,68.88888888888889,8.38383838383838
95630103,808,806,3,4,0,0,1,62,37,2,15,77,8,36,74,12,62,49,4,9,6,0,9,6,1,46,6,8,48,0,22,90,89.55223880597015,68.88888888888889,77.27272727272727,-8.38383838383838
