matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin,reboundsPer60,netPointsPer60,penaltiesPer60,centrePassToGoalPercPer60,generalPlayTurnoversPer60,deflectionWithNoGainPer60,interceptPassThrownPer60,pointsPer60,gainPer60,possessionsPer60,goalMissesPer60,blockedPer60,passesPer60,deflectionWithGainPer60,goalAssistsPer60,disposalsPer60,tossUpWinPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,feedsPer60,goalsPer60,offsidesPer60,badPassesPer60,breaksPer60,blocksPer60,badHandsPer60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,possessionChangesPer60,goalAttemptsPer60,contactPenaltiesPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,pickupsPer60,interceptsPer60,gainToGoalPercPer60,plusMinus,plusMinusPer60
113150102,811,813,80113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113150102,811,813,80343,0.0,0.0,0.0,0.0,0.0,7.0,0.0,11.0,2.0,2.0,7.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,55.0,1.0,0.0,0.0,12.0,2.0,0.0,2.0,15.0,4.0,2.0,0.0,2.0,55.0,12.0,0.0,2.0,7.0,1.0,0.0,4.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,11.0,4.0,60.0,0.0,2.0,0.0,0.0,9.0,9.0
113150102,811,813,80473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113150102,811,813,80577,0.0,1.0,0.0,0.0,2.0,8.0,0.0,4.0,2.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,52.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,15.0,3.0,0.0,0.0,0.0,69.33333333333333,5.333333333333333,0.0,4.0,6.666666666666666,0.0,0.0,4.0,20.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,10.666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,2.6666666666666665,0.0,0.0,0.0,2.6666666666666665,4.0,0.0,5.333333333333333,4.0,60.0,0.0,4.0,1.3333333333333333,0.0,10.0,13.333333333333332
113150102,811,813,80701,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,60.0,4.0,0.0,0.0,0.0,-1.0,-4.0
113150102,811,813,991901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,-1.0,27.0,18.0,25.0,3.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,94.5,6.0,0.0,25.0,9.0,5.0,0.0,1.0,11.0,4.0,0.0,0.0,0.0,94.5,9.0,0.0,1.0,-1.0,0.0,0.0,3.0,11.0,0.0,0.0,25.0,3.0,9.0,27.0,0.0,0.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,4.0,60.0,18.0,5.0,0.0,0.0,9.0,9.0
113150102,811,813,994224,0.0,1.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,1.0,34.0,27.0,33.0,1.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,76.5,2.0,0.0,33.0,7.0,3.0,0.0,2.0,14.0,4.0,0.0,0.0,0.0,76.5,7.0,0.0,2.0,1.0,0.0,0.0,1.0,14.0,0.0,0.0,33.0,0.0,21.0,34.0,0.0,9.0,2.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,60.0,27.0,3.0,1.0,0.0,9.0,9.0
113150102,811,813,998404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,6.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,34.5,1.0,0.0,0.0,7.0,1.0,0.0,1.0,6.0,4.0,1.0,0.0,1.0,34.5,7.0,0.0,1.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,4.0,60.0,0.0,1.0,0.0,0.0,9.0,9.0
113150102,811,813,1001357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,1.0,3.0,0.0,0.0,0.0,0.0,34.0,5.0,29.0,0.0,0.0,60.0,0.0,73.0,0.0,0.0,3.0,1.0,3.0,29.0,2.0,42.0,4.0,4.0,0.0,4.0,73.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,42.0,5.0,0.0,3.0,0.0,0.0,37.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,1.0,4.0,60.0,1.0,3.0,0.0,0.0,9.0,9.0
113150102,811,813,1001708,0.0,1.0,0.0,0.0,0.0,12.0,0.0,2.0,1.0,1.0,2.0,34.0,5.0,6.0,1.0,0.0,4.0,4.0,24.0,11.0,13.0,1.0,0.0,48.166666666666664,0.0,-19.0,1.0,0.0,6.0,3.0,1.0,13.0,10.0,42.0,4.0,1.0,0.0,1.245674740484429,-23.66782006920415,3.737024221453287,0.0,4.982698961937716,2.491349480968858,1.245674740484429,16.19377162629758,1.245674740484429,52.31833910034602,13.70242214532872,0.0,7.474048442906574,1.245674740484429,4.982698961937716,42.35294117647059,0.0,14.948096885813149,1.245674740484429,7.474048442906574,16.19377162629758,0.0,1.245674740484429,0.0,0.0,0.0,0.0,1.245674740484429,12.45674740484429,29.896193771626297,2.491349480968858,4.982698961937716,60.0,6.228373702422145,1.245674740484429,0.0,0.0,6.0,7.474048442906574
