matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630502,801,0,1,1,0,0,49,62,4,8,66,6,26,68,18,50,36,3,11,2,0,11,4,1,73,5,8,51,0,12,76,74.40848517813436,65.78947368421053,68.75,-2.9605263157894655
95630502,810,6,2,0,1,0,45,51,3,12,84,12,28,61,6,55,39,10,6,9,0,14,1,5,67,5,4,49,0,20,80,78.32472124014143,68.75,65.78947368421053,2.9605263157894655
