attempt1,attempt2,goal1,goal2,goalMisses,goalAssists,feeds,feedWithAttempt,centrePassReceives,gain,intercepts,deflections,deflectionWithGain,deflectionWithNoGain,rebounds,pickups,contactPenalties,obstructionPenalties,generalPlayTurnovers,interceptPassThrown,badHands,badPasses,offsides,minutesPlayed,roundNo,squadId,oppSquadId,fantasyScore,matchId,playerId,netPoints
11.0,4.0,9.0,2.0,4.0,9.0,9.0,9.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,60.0,1.0,8118.0,8117.0,68.0,120450103.0,1019169.0,29.5
24.0,10.0,21.0,8.0,5.0,8.0,12.0,8.0,21.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,60.0,2.0,8118.0,810.0,117.0,120450203.0,1019169.0,68.0
20.0,9.0,18.0,6.0,5.0,4.0,13.0,6.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,60.0,3.0,8118.0,804.0,96.0,120450304.0,1019169.0,75.0
22.0,10.0,19.0,6.0,7.0,2.0,4.0,3.0,14.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,60.0,4.0,8118.0,801.0,87.0,120450403.0,1019169.0,34.5
22.0,4.0,20.0,2.0,4.0,12.0,16.0,12.0,12.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,60.0,5.0,8118.0,8119.0,108.0,120450501.0,1019169.0,45.0
20.0,13.0,17.0,9.0,7.0,9.0,10.0,9.0,11.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,5.0,0.0,1.0,1.0,1.0,60.0,6.0,8118.0,807.0,129.0,120450602.0,1019169.0,62.0
18.0,8.0,15.0,7.0,4.0,9.0,9.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,60.0,7.0,8118.0,806.0,103.0,120450702.0,1019169.0,46.5
15.249251321596024,7.503466680620601,12.492190236377244,4.4164860732201,5.491638246623592,5.543727761021798,8.661978287600355,6.368317363385825,11.251474071411577,0.0,0.0,0.6352185065633353,0.0,0.6114626810792798,0.7184580925022572,0.7996028057188569,1.9502108485999745,0.8276177481687006,3.5446121636508146,0.3889024308143031,0.13884934419072564,0.4006211444615092,0.11961782903320846,56.917428200000934,8.0,8118.0,801.0,70.73366208692319,,,
18.02295911212283,7.8404467491025125,15.189847800557926,4.974300618542762,5.158489207536372,7.246434292108307,10.363792790778506,7.892632589708512,12.78267346872006,0.000826384193524153,0.0,0.7078023193869605,0.0,0.6229921433697032,0.5477609161158179,0.5777213564900177,1.4467240421158305,0.7093218096833935,3.2024807091553957,0.19066001610829295,0.12572760529638383,0.20062031997240862,0.09097027619035965,56.68277733758697,9.0,8118.0,8119.0,89.9091653736139,,,
19.71001787945571,6.816176773714805,16.646402616241712,4.0848643919510055,5.120676582093904,7.433793712904485,10.204685124361854,8.114237129046712,12.662124878379379,0.0,0.0,0.621427766424235,0.0,0.4869900110036155,0.6580896652462899,0.6433838919799953,1.6290105049294523,0.6698846970996851,2.710648464163823,0.12606609348886091,0.10711900087039249,0.1344396000086766,0.07510538455420344,56.542369076950926,10.0,8118.0,8117.0,91.62952901373131,,,
21.413087457231793,6.211165026160402,17.988250445094845,3.3925507494954577,5.38033393501805,7.894079692513705,10.79407836596381,8.745652834727641,13.971861875503064,0.0,0.0,0.47515162960727214,0.0,0.37005959882938505,0.4438624226264915,0.5317917537526126,1.494086680578208,0.4355050517287331,2.8654231849177694,0.12373005069933518,0.07787927569225495,0.1336765671151953,0.021400017610284407,56.54755089997279,11.0,8118.0,807.0,88.32166071733323,,,
19.15714151031561,4.883751019298723,16.44594242667639,3.1994225998045263,3.712902795242678,7.18930497796984,9.367719098792536,7.728017609814319,13.3770557477172,0.0,0.0,0.5579448035652329,0.0,0.4175193104939078,0.4318044448577274,0.5114296241905,1.4085459941877745,0.4287323074244517,2.850025537231078,0.1387126876598403,0.04127494021486955,0.10561066677344118,0.009180705070260496,56.57900182347629,12.0,8118.0,806.0,89.91270405421433,,,
19.207916641050062,9.445726921420228,16.058934746914137,6.053357837739316,5.6539766588473475,7.062109627905285,10.188046949204782,8.035862681773095,15.178677743364533,0.0,0.0,0.32678991795900597,0.0,0.24857411678503927,0.2580836872395885,0.37041152430666907,1.5199583054939823,0.45049081059518237,2.6383363093012613,0.10102130377623715,0.02948861450512569,0.08221178436586118,0.007667131736448867,56.61039465011537,13.0,8118.0,810.0,95.19341076205308,,,
18.03211861907995,6.623879392961557,15.648125560828182,4.097496794498193,3.896729222520108,6.8817999440469775,9.57096589922451,7.450879617547274,13.687280580395619,0.0,0.0,0.4361475657925563,0.0,0.31463110113142545,0.259379854139709,0.3410725028766347,1.7400402508923738,0.48777387445687337,2.7023479317606243,0.092298876450484,0.02301897037363831,0.09665945649524738,0.004582579961344223,56.86630942501444,14.0,8118.0,804.0,88.91177119389106,,,
