matchId,squadId,oppSquadId,playerId,period,attempt_from_zone1,attempt_from_zone2,attempts1,attempts2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin
111080304,804,8117,80052,1,10.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,11.0,2.0,8.0,1.0,9.0,0.0,0.0,15.0,1.0,18.5,0.0,0.0,1.0,0.0,1.0,10.0,1.0,12.0,1.0,0.0,0.0
111080304,804,8117,80052,2,8.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,6.0,2.0,2.0,10.0,2.0,6.0,2.0,8.0,0.0,0.0,15.0,0.0,22.0,1.0,0.0,2.0,2.0,0.0,10.0,0.0,11.0,1.0,1.0,0.0
111080304,804,8117,80052,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111080304,804,8117,80052,4,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
111080304,804,8117,80293,1,5.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,7.0,2.0,4.0,1.0,5.0,0.0,0.0,15.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,15.0,1.0,0.0,0.0
111080304,804,8117,80293,2,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,9.0,3.0,4.0,2.0,6.0,0.0,0.0,15.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,17.0,1.0,0.0,0.0
111080304,804,8117,80293,3,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,4.0,0.0,0.0,0.0,6.0,0.0,4.0,7.0,1.0,6.0,0.0,6.0,0.0,0.0,15.0,0.0,32.0,0.0,0.0,4.0,0.0,1.0,6.0,0.0,13.0,1.0,0.0,0.0
111080304,804,8117,80293,4,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,-3.5,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0
111080304,804,8117,80540,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111080304,804,8117,80540,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
