matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116650903,807,8119,63.0,14.0,63.0,14.0,3.0,2.0,1.0,0.0,0.0,59.0,71.0,61.0,2.0,2.0,6.0,8.0,64.0,78.0,5.0,60.0,22.0,55.0,6.0,51.0,77.0,16.0,55.0,6.0,61.0,47.0,3.0,11.0,7.0,3.0,1.0,44.0,270.0,12.0,0.0,73.0,6.0,67.0,23.0,9.0,55.0,49.0,0.0,1.0,85.0,12.0,7.0,101.0,101.0,60.396039603960396,79.7752808988764,-19.379241294916007
116650903,8119,807,73.0,0.0,73.0,0.0,3.0,2.0,0.0,1.0,2.0,62.0,79.0,58.0,3.0,3.0,13.0,16.0,70.0,89.0,11.0,82.0,18.0,71.0,0.0,68.0,73.0,2.0,71.0,0.0,71.0,53.0,9.0,9.0,3.0,7.0,0.0,100.0,453.5,5.0,1.0,63.0,7.0,71.0,18.0,2.0,51.0,51.0,0.0,1.0,75.0,13.0,2.0,89.0,89.0,79.7752808988764,60.396039603960396,19.379241294916007
