matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
113911404,810,64.0,7.0,64.0,7.0,4.0,5.0,0.0,1.0,3.0,59.0,76.0,39.0,4.0,4.0,10.0,14.0,64.0,94.0,9.0,89.0,21.0,61.0,6.0,62.0,71.0,4.0,61.0,6.0,67.0,51.0,8.0,8.0,3.0,4.0,0.0,75.0,380.0,15.0,1.0,54.0,13.0,73.0,21.0,4.0,46.0,0.0,62.0,16.0,3.0,90.0,90.0,74.44444444444444,69.79166666666666,4.652777777777786
113911404,8118,63.0,12.0,63.0,12.0,3.0,3.0,0.0,0.0,1.0,64.0,75.0,35.0,2.0,2.0,13.0,15.0,69.0,95.0,5.0,60.0,17.0,59.0,8.0,62.0,75.0,8.0,59.0,8.0,67.0,51.0,3.0,13.0,4.0,3.0,5.0,25.0,350.5,13.0,0.0,48.0,10.0,75.0,22.0,2.0,54.0,0.0,81.0,13.0,2.0,96.0,96.0,69.79166666666666,74.44444444444444,-4.652777777777786
