matchId,playerId,squadId,minutesPlayed
95630204,80530,801,60.0
95630204,80180,801,60.0
95630204,80045,801,60.0
95630204,80439,801,60.4
95630204,80576,801,60.0
95630204,80067,801,60.0
95630204,80295,801,60.0
95630204,991899,801,0.0
95630204,80449,801,0.0
95630204,999823,801,0.0
95630204,80472,801,0.0
95630204,80001,801,0.0
95630204,80440,801,0.0
95630204,80010,804,60.0
95630204,80042,804,60.0
95630204,991901,804,60.0
95630204,994224,804,60.0
95630204,80041,804,60.0
95630204,80293,804,60.0
95630204,80570,804,60.0
95630204,80179,804,0.0
95630204,994215,804,0.0
95630204,994213,804,0.0
95630204,994226,804,0.0
95630204,80577,804,0.0
