matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin
105640104,811,813,80052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80052,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80052,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80052,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80113,1,1,0,0,0,0,0,0,0,0,0,18,2,3,0,0,1,1,15,2,13,0,0,15,0,0,0,3,0,0,1,16,1,1,0
105640104,811,813,80113,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,13,3,10,0,0,15,0,0,0,0,0,0,1,15,1,1,0
105640104,811,813,80113,3,1,0,0,0,0,0,0,1,0,0,13,2,2,0,0,2,1,10,1,9,0,0,15,1,1,0,2,2,1,3,12,1,0,0
105640104,811,813,80113,4,0,0,0,0,0,0,0,1,0,0,7,2,2,0,0,1,2,5,0,5,0,0,15,0,1,0,2,2,0,1,5,1,0,0
105640104,811,813,80343,1,0,0,0,0,0,0,0,2,1,5,1,0,0,1,0,0,0,0,0,0,0,0,15,0,3,0,0,5,0,0,1,1,0,0
105640104,811,813,80343,2,0,0,0,0,0,0,0,5,0,2,1,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,0,6,0,0,2,1,1,0
105640104,811,813,80343,3,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,1,15,0,0,0,0,2,0,0,3,1,1,0
105640104,811,813,80343,4,0,0,0,0,0,0,0,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,0,4,0,0,3,1,1,0
105640104,811,813,80470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80470,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80470,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80470,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80475,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80475,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80475,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80575,1,0,1,0,0,0,7,0,0,0,0,11,10,11,0,0,1,7,0,0,0,0,0,15,0,0,0,11,0,0,1,7,1,0,0
105640104,811,813,80575,2,1,1,0,0,0,7,0,3,0,1,8,7,8,0,0,3,7,0,0,0,0,0,15,0,0,0,8,3,0,3,7,1,0,0
105640104,811,813,80575,3,0,0,0,0,0,3,0,3,0,0,10,8,9,0,0,0,8,0,0,0,0,0,15,0,0,0,9,3,0,0,4,1,0,0
105640104,811,813,80575,4,0,0,0,0,0,5,0,1,0,0,7,6,7,0,0,1,5,0,0,0,1,0,15,0,0,0,7,1,0,1,5,1,0,0
105640104,811,813,80577,1,0,0,0,0,0,5,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,15,0,2,0,1,4,1,0,7,1,0,0
105640104,811,813,80577,2,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,2,0,0,0,0,2,0,15,0,1,0,0,3,1,2,3,1,1,0
105640104,811,813,80577,3,0,0,0,0,0,4,0,5,0,0,1,1,1,0,0,0,1,0,0,0,0,0,15,0,0,0,1,5,0,0,4,1,0,0
105640104,811,813,80577,4,0,1,0,0,0,1,0,4,0,0,1,0,1,3,0,1,0,0,0,0,0,0,15,0,0,0,1,4,0,1,4,1,3,0
105640104,811,813,80701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80701,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80701,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,80701,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105640104,811,813,991905,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,2,1,0,3,1,0,0
105640104,811,813,991905,2,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,3,1,0,0
