matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
105640104,811,813,3.0,6.0,0.0,0.0,0.0,49.0,0.0,55.0,1.0,1.0,13.0,161.0,61.0,82.0,9.0,0.0,25.0,49.0,68.0,10.0,58.0,40.0,3.0,15.0,6.0,1.0,0.0,40.0,16.0,3.0,82.0,71.0,5.0,27.0,91.0,11.0,47.0,0.0,46.875,4.0,91.0,63.73626373626373,49.473684210526315,14.262579525737415
105640104,813,811,2.0,5.0,0.0,0.0,0.0,49.0,0.0,47.0,1.0,1.0,8.0,157.0,53.0,75.0,9.0,0.0,24.0,38.0,65.0,18.0,47.0,28.0,6.0,13.0,1.0,6.0,0.0,11.1111,8.0,3.0,75.0,55.0,8.0,32.0,95.0,5.0,53.0,0.0,48.1481,2.0,95.0,49.473684210526315,63.73626373626373,-14.262579525737415
