matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin,reboundsPer60,penaltiesPer60,centrePassToGoalPercPer60,generalPlayTurnoversPer60,deflectionWithNoGainPer60,interceptPassThrownPer60,gainPer60,possessionsPer60,goalMissesPer60,blockedPer60,passesPer60,deflectionWithGainPer60,goalAssistsPer60,disposalsPer60,tossUpWinPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,feedsPer60,goalsPer60,offsidesPer60,badPassesPer60,breaksPer60,blocksPer60,badHandsPer60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,possessionChangesPer60,goalAttemptsPer60,contactPenaltiesPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,pickupsPer60,interceptsPer60,gainToGoalPercPer60,plusMinus,plusMinusPer60
105640104,811,813,80052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105640104,811,813,80113,2,0,0,0,0,0,0,2,0,0,0,52,6,7,0,0,5,4,43,6,37,0,0,60.0,0,2,0,7,4,1,6,48,4,2,0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,48.0,6.0,0.0,7.0,0.0,4.0,52.0,0.0,0.0,2.0,7.0,37.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,43.0,2.0,4.0,60.0,6.0,1.0,0.0,0.0,11.0,11.0
105640104,811,813,80343,0,0,0,0,0,0,0,12,1,1,9,5,0,0,5,0,0,0,0,0,0,0,1,60.0,0,5,0,0,17,0,0,9,4,3,0,3.0,17.0,0.0,0.0,9.0,0.0,5.0,9.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,4.0,60.0,0.0,0.0,1.0,0.0,11.0,11.0
105640104,811,813,80470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105640104,811,813,80475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105640104,811,813,80575,1,2,0,0,0,22,0,7,0,0,1,36,31,35,0,0,5,27,0,0,0,1,0,60.0,0,0,0,35,7,0,5,23,4,0,0,0.0,7.0,0.0,5.0,1.0,1.0,0.0,23.0,0.0,0.0,35.0,0.0,27.0,36.0,0.0,22.0,0.0,35.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,7.0,4.0,60.0,31.0,0.0,0.0,0.0,11.0,11.0
105640104,811,813,80577,0,1,0,0,0,11,0,13,0,0,1,3,2,3,4,0,3,2,0,0,0,2,0,60.0,0,3,0,3,16,2,3,18,4,4,0,4.0,16.0,0.0,3.0,1.0,2.0,4.0,18.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,11.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,4.0,60.0,2.0,2.0,0.0,0.0,11.0,11.0
105640104,811,813,80701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105640104,811,813,991905,0,2,0,0,0,5,0,6,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,60.0,0,3,0,1,9,1,3,8,4,0,0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,4.0,60.0,0.0,1.0,0.0,0.0,11.0,11.0
105640104,811,813,993463,0,1,0,0,0,11,0,5,0,0,0,40,10,14,0,0,4,7,25,4,21,2,0,60.0,0,0,0,14,5,0,5,39,4,2,0,2.0,5.0,0.0,4.0,0.0,2.0,0.0,39.0,4.0,0.0,14.0,0.0,7.0,40.0,0.0,11.0,0.0,14.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,5.0,4.0,60.0,10.0,0.0,0.0,0.0,11.0,11.0
