matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
120450701,804,807,73.0,7.0,73.0,7.0,5.0,0.0,1.0,0.0,0.0,56.0,70.0,32.0,4.0,4.0,4.0,8.0,73.0,99.0,14.0,64.0,20.0,64.0,4.0,62.0,80.0,12.0,64.0,4.0,68.0,45.0,9.0,14.0,7.0,5.0,5.0,33.0,433.0,10.0,0.0,42.0,11.0,72.0,25.0,9.0,45.0,57.0,0.0,1.0,82.0,12.0,4.0,101.0,101.0,67.32673267326733,60.0,7.32673267326733
120450701,807,804,59.0,8.0,59.0,8.0,3.0,7.0,0.0,1.0,1.0,61.0,65.0,52.0,3.0,3.0,9.0,12.0,63.0,80.0,13.0,69.0,25.0,54.0,3.0,54.0,67.0,10.0,54.0,3.0,57.0,41.0,9.0,7.0,5.0,7.0,6.0,30.0,330.5,11.0,0.0,63.0,7.0,60.0,31.0,5.0,55.0,43.0,0.0,2.0,58.0,17.0,3.0,95.0,95.0,60.0,67.32673267326733,-7.32673267326733
