matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
111080403,806,50.0,17.0,50.0,17.0,4.0,3.0,0.0,0.0,0.0,54.0,53.0,39.0,6.0,6.0,12.0,22.0,159.0,59.0,81.0,16.0,69.0,28.0,40.0,9.0,43.0,67.0,18.0,40.0,9.0,49.0,31.0,11.0,7.0,7.0,7.0,0.0,28.0,368.5,18.0,2.0,81.0,59.0,16.0,58.0,30.0,103.0,10.0,45.0,0.0,30.0,5.0,103.0,47.57281553398058,65.3061224489796,-17.733306914999012
111080403,8117,70.0,5.0,70.0,5.0,3.0,0.0,0.0,0.0,0.0,54.0,84.0,22.0,6.0,6.0,18.0,24.0,175.0,65.0,86.0,16.0,56.0,22.0,63.0,1.0,55.0,75.0,11.0,63.0,1.0,64.0,48.0,9.0,7.0,7.0,7.0,0.0,45.0,480.0,11.0,1.0,86.0,33.0,14.0,65.0,23.0,98.0,8.0,55.0,0.0,23.0,5.0,98.0,65.3061224489796,47.57281553398058,17.733306914999012
