matchId,squadId,oppSquadId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
99530101,811,813,1,0,3,0,0,0,13,12,0,8,50,19,3,9,16,0,16,11,2,3,3,3,0,2,32,15,2,22,0,44,0,6,87.51381215469614,72.72727272727273,57.89473684210527,14.832535885167466
99530101,811,813,2,0,2,0,0,1,12,8,2,6,56,23,3,14,17,1,16,9,3,4,1,8,0,0,35,16,1,23,2,46,0,6,90.59080962800876,69.56521739130434,45.83333333333333,23.731884057971016
99530101,811,813,3,0,0,0,0,0,19,16,0,8,70,26,1,20,24,2,22,17,3,2,1,4,1,1,45,20,4,24,1,46,0,1,95.36423841059603,91.66666666666666,72.72727272727273,18.939393939393923
99530101,811,813,4,1,0,0,0,2,13,12,1,7,44,15,2,9,15,1,14,10,2,2,1,5,1,0,27,17,2,20,2,44,0,6,79.47019867549669,70.0,78.26086956521739,-8.26086956521739
99530101,813,811,1,0,1,0,0,0,13,12,0,2,44,12,0,7,13,2,11,9,0,2,0,6,0,1,25,18,2,19,0,56,0,6,75.58011049723757,57.89473684210527,72.72727272727273,-14.832535885167466
99530101,813,811,2,2,0,0,0,0,12,12,0,3,49,18,2,8,15,4,11,8,2,1,2,0,1,0,30,12,4,24,1,54,0,10,94.52954048140043,45.83333333333333,69.56521739130434,-23.731884057971016
99530101,813,811,3,0,0,0,0,0,19,7,1,2,55,15,3,6,18,2,16,13,3,0,2,1,1,0,34,8,0,22,2,54,0,5,87.41721854304636,72.72727272727273,91.66666666666666,-18.939393939393923
99530101,813,811,4,0,0,0,0,0,14,11,0,3,62,23,1,11,21,3,18,13,1,4,1,2,1,0,37,13,3,23,1,56,0,3,91.3907284768212,78.26086956521739,70.0,8.26086956521739
