matchId,playerId,squadId,minutesPlayed
95640104,80054,805,60.0
95640104,80100,805,60.0
95640104,80154,805,60.0
95640104,80105,805,60.0
95640104,80535,805,60.0
95640104,80304,805,60.0
95640104,80604,805,41.45
95640104,80389,805,0.0
95640104,80479,805,0.0
95640104,80305,805,19.7
95640104,80058,805,0.0
95640104,80700,805,0.0
95640104,80150,809,60.0
95640104,991906,809,60.0
95640104,80055,809,60.0
95640104,994117,809,60.0
95640104,80701,809,60.0
95640104,80101,809,60.0
95640104,80057,809,60.0
95640104,80022,809,0.0
95640104,993041,809,0.0
95640104,993358,809,0.0
95640104,80602,809,0.0
95640104,80314,809,0.0
