matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
111080604,801,45.0,12.0,45.0,12.0,3.0,6.0,0.0,0.0,1.0,45.0,63.0,40.0,4.0,4.0,11.0,15.0,131.0,47.0,64.0,10.0,50.0,25.0,39.0,3.0,33.0,57.0,15.0,39.0,3.0,42.0,31.0,5.0,6.0,11.0,3.0,0.0,27.0,183.5,11.0,0.0,64.0,51.0,11.0,45.0,29.0,89.0,9.0,44.0,0.0,25.0,4.0,89.0,47.19101123595505,58.88888888888889,-11.69787765293384
111080604,8117,62.0,1.0,62.0,1.0,1.0,4.0,0.0,0.0,1.0,45.0,65.0,33.0,1.0,1.0,11.0,12.0,162.0,57.0,83.0,15.0,73.0,21.0,53.0,0.0,46.0,63.0,10.0,53.0,0.0,53.0,32.0,11.0,10.0,3.0,11.0,0.0,20.0,327.0,8.0,1.0,83.0,41.0,6.0,53.0,24.0,90.0,6.0,56.0,0.0,34.0,2.0,90.0,58.88888888888889,47.19101123595505,11.69787765293384
