matchId,squadId,playerId,period,periodSeconds,distanceCode,positionCode,scoreName,scorePoints,matchSeconds,homeSquadScore,awaySquadScore,scoreDifferential
95631405,805,80100,1,34,1,0,goal,1,34,1,0,1
95631405,804,80293,1,58,0,2,goal,1,58,1,1,0
95631405,805,80100,1,74,1,2,goal,1,74,2,1,1
95631405,804,80293,1,95,0,0,goal,1,95,2,2,0
95631405,804,80570,1,130,1,1,goal,1,130,2,3,-1
95631405,804,80293,1,151,0,0,goal,1,151,2,4,-2
95631405,805,80100,1,181,0,1,miss,0,181,2,4,-2
95631405,805,80100,1,205,0,1,miss,0,205,2,4,-2
95631405,805,80058,1,215,0,1,goal,1,215,3,4,-1
95631405,805,80058,1,235,1,1,miss,0,235,3,4,-1
95631405,805,80100,1,241,0,2,goal,1,241,4,4,0
95631405,805,80100,1,262,1,2,miss,0,262,4,4,0
95631405,805,80058,1,268,0,0,goal,1,268,5,4,1
95631405,804,80570,1,279,0,0,goal,1,279,5,5,0
95631405,805,80100,1,310,0,0,goal,1,310,6,5,1
95631405,804,80570,1,336,0,2,goal,1,336,6,6,0
95631405,805,80058,1,352,0,0,goal,1,352,7,6,1
95631405,804,80293,1,368,0,1,goal,1,368,7,7,0
95631405,805,80058,1,378,0,0,goal,1,378,8,7,1
95631405,804,80570,1,394,0,1,goal,1,394,8,8,0
95631405,805,80100,1,410,1,1,goal,1,410,9,8,1
95631405,805,80100,1,455,1,2,miss,0,455,9,8,1
95631405,804,80293,1,503,0,1,miss,0,503,9,8,1
95631405,804,80570,1,515,0,0,miss,0,515,9,8,1
95631405,804,80570,1,521,0,0,goal,1,521,9,9,0
95631405,805,80058,1,569,1,2,goal,1,569,10,9,1
95631405,805,80058,1,621,0,2,goal,1,621,11,9,2
95631405,805,80058,1,635,0,0,miss,0,635,11,9,2
95631405,805,80058,1,636,0,0,goal,1,636,12,9,3
95631405,804,80570,1,657,0,2,miss,0,657,12,9,3
95631405,804,80570,1,659,0,2,goal,1,659,12,10,2
95631405,805,80058,1,666,1,1,goal,1,666,13,10,3
95631405,804,80570,1,686,0,2,goal,1,686,13,11,2
95631405,805,80100,1,738,0,2,goal,1,738,14,11,3
95631405,805,80058,1,769,0,2,goal,1,769,15,11,4
95631405,804,80570,1,827,0,0,miss,0,827,15,11,4
95631405,804,80293,1,839,0,0,goal,1,839,15,12,3
95631405,804,80570,1,852,0,0,goal,1,852,15,13,2
95631405,805,80058,1,867,0,2,goal,1,867,16,13,3
95631405,804,80293,1,896,0,1,goal,1,896,16,14,2
95631405,805,80100,2,19,1,0,miss,0,1007,16,14,2
95631405,805,80100,2,26,0,0,goal,1,1014,17,14,3
95631405,804,80293,2,54,0,0,goal,1,1042,17,15,2
95631405,805,80058,2,65,0,0,goal,1,1053,18,15,3
