matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,quartersPlayed,rebounds,tossUpWin,turnovers,badHandsPer60,badPassesPer60,blockedPer60,blocksPer60,breaksPer60,centrePassReceivesPer60,contactPenaltiesPer60,defensiveReboundsPer60,deflectionsPer60,feedsPer60,gainPer60,goalAssistsPer60,goalAttemptsPer60,goalMissesPer60,goalsPer60,interceptsPer60,minutesPlayedPer60,missedGoalTurnoverPer60,obstructionPenaltiesPer60,offensiveReboundsPer60,offsidesPer60,penaltiesPer60,pickupsPer60,quartersPlayedPer60,reboundsPer60,tossUpWinPer60,turnoversPer60,plusMinus,plusMinusPer60
95631101,804,807,80010,0,0,0,0,0,0,21,3,10,0,7,0,0,0,0,4,60.0,0,4,0,0,25,1,4,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,60.0,0.0,4.0,0.0,0.0,25.0,1.0,4.0,3.0,0.0,1.0,-9.0,-9.0
95631101,804,807,80042,0,1,0,0,0,0,7,1,0,0,2,0,0,0,0,1,60.0,0,3,0,0,10,0,4,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,3.0,0.0,0.0,10.0,0.0,4.0,1.0,0.0,1.0,-9.0,-9.0
95631101,804,807,80179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95631101,804,807,80293,1,2,0,0,0,10,4,0,0,8,0,5,25,4,21,0,60.81666666666667,0,0,0,0,4,0,4,0,0,5,0.9865716634694436,1.9731433269388872,0.0,0.0,0.0,9.865716634694436,3.9462866538777743,0.0,0.0,7.892573307755549,0.0,4.932858317347218,24.66429158673609,3.9462866538777743,20.718004932858314,0.0,60.0,0.0,0.0,0.0,0.0,3.9462866538777743,0.0,3.9462866538777743,0.0,0.0,4.932858317347218,-9.0,-8.879144971224992
95631101,804,807,80570,0,3,0,0,0,4,1,0,1,2,0,2,29,5,24,0,60.81666666666667,0,3,3,0,4,0,4,3,0,6,0.0,2.959714990408331,0.0,0.0,0.0,3.9462866538777743,0.9865716634694436,0.0,0.9865716634694436,1.9731433269388872,0.0,1.9731433269388872,28.610578240613865,4.932858317347218,23.677719923266647,0.0,60.0,0.0,2.959714990408331,2.959714990408331,0.0,3.9462866538777743,0.0,3.9462866538777743,2.959714990408331,0.0,5.919429980816662,-9.0,-8.879144971224992
95631101,804,807,80575,0,0,0,0,0,19,0,0,0,15,0,8,0,0,0,0,30.533333333333335,0,1,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,37.33624454148472,0.0,0.0,0.0,29.47598253275109,0.0,15.720524017467248,0.0,0.0,0.0,0.0,60.0,0.0,1.965065502183406,0.0,0.0,1.965065502183406,0.0,3.930131004366812,0.0,0.0,0.0,-6.0,-11.790393013100436
95631101,804,807,80577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95631101,804,807,991901,0,0,0,0,0,0,1,0,0,10,0,3,0,0,0,0,30.283333333333335,0,1,0,0,2,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9812878370941112,0.0,0.0,19.81287837094111,0.0,5.943863511282333,0.0,0.0,0.0,0.0,60.0,0.0,1.9812878370941112,0.0,0.0,3.9625756741882223,3.9625756741882223,3.9625756741882223,0.0,0.0,0.0,-3.0,-5.943863511282333
95631101,804,807,994213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95631101,804,807,994215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95631101,804,807,994224,1,2,0,0,0,12,10,0,2,26,0,13,0,0,0,0,60.81666666666667,0,3,0,0,13,3,4,0,0,6,0.9865716634694436,1.9731433269388872,0.0,0.0,0.0,11.838859961633323,9.865716634694436,0.0,1.9731433269388872,25.650863250205532,0.0,12.825431625102766,0.0,0.0,0.0,0.0,60.0,0.0,2.959714990408331,0.0,0.0,12.825431625102766,2.959714990408331,3.9462866538777743,0.0,0.0,5.919429980816662,-9.0,-8.879144971224992
