matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
111081404,804,59,2,59,2,3,5,0,0,0,54,70,48,5,5,16,22,154,56,80,17,65,19,56,1,53,61,4,56,1,57,38,11,8,6,8,0,0,374,7,2,80,55,10,58,21,84.0,4,50,0,31,0.0,84.0,67.85714285714286,53.333333333333336,14.523809523809526
111081404,8117,51,11,51,11,5,4,0,0,0,53,70,32,2,2,11,16,144,53,71,10,50,22,42,6,42,62,14,42,6,48,37,5,6,8,6,0,29,258,2,1,71,34,12,54,26,90.0,8,50,0,29,4.0,90.0,53.333333333333336,67.85714285714286,-14.523809523809526
