matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
107240804,806,8118,0.0,3.0,0.0,0.0,1.0,55.0,76.0,58.0,1.0,1.0,8.0,172.0,53.0,91.0,10.0,60.0,17.0,50.0,62.0,3.0,59.0,45.0,6.0,8.0,4.0,8.0,0.0,0.0,353.5,5.0,1.0,91.0,63.0,15.0,19.0,82.0,1.0,55.0,0.0,44.0,0.0,81.84086498475187,71.95121951219512,72.36842105263158,-0.4172015404364515
107240804,8118,806,3.0,0.0,0.0,0.0,0.0,52.0,69.0,58.0,2.0,2.0,29.0,138.0,51.0,70.0,8.0,63.0,17.0,47.0,60.0,5.0,55.0,40.0,5.0,10.0,8.0,4.0,0.0,60.0,332.5,7.0,1.0,70.0,68.0,3.0,18.0,76.0,6.0,45.0,0.0,53.0,3.0,75.85250901025783,72.36842105263158,71.95121951219512,0.4172015404364515
